exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
About,hasn't harmed,256,256_F_his,f,Mismatch,poss,The movie about Sheila hasn't harmed,his
About,might aggravate,257,257_M_him,m,Match,obj,The newspaper article about Dan might aggravate,him
About,might aggravate,257,257_F_him,f,Mismatch,obj,The newspaper article about Claire might aggravate,him
About,might aggravate,257,257_M_his,m,Match,poss,The newspaper article about Dan might aggravate,his
About,might aggravate,257,257_F_his,f,Mismatch,poss,The newspaper article about Claire might aggravate,his
About,hindered,258,258_M_him,m,Match,obj,The story about Rodney hindered,him
About,hindered,258,258_F_him,f,Mismatch,obj,The story about Melanie hindered,him
About,hindered,258,258_M_his,m,Match,poss,The story about Rodney hindered,his
About,hindered,258,258_F_his,f,Mismatch,poss,The story about Melanie hindered,his
About,has impressed,259,259_M_him,m,Match,obj,The essay about Curtis has impressed,him
About,has impressed,259,259_F_him,f,Mismatch,obj,The essay about Christine has impressed,him
About,has impressed,259,259_M_his,m,Match,poss,The essay about Curtis has impressed,his
About,has impressed,259,259_F_his,f,Mismatch,poss,The essay about Christine has impressed,his
About,hasn't stunned,260,260_M_him,m,Match,obj,The report about this ex-boyfriend hasn't stunned,him
About,hasn't stunned,260,260_F_him,f,Mismatch,obj,The report about Alice hasn't stunned,him
About,hasn't stunned,260,260_M_his,m,Match,poss,The report about this ex-boyfriend hasn't stunned,his
About,hasn't stunned,260,260_F_his,f,Mismatch,poss,The report about Alice hasn't stunned,his
About,didn't upset,261,261_M_him,m,Match,obj,The documentary about that guy didn't upset,him
About,didn't upset,261,261_F_him,f,Mismatch,obj,The documentary about Sandra didn't upset,him
About,didn't upset,261,261_M_his,m,Match,poss,The documentary about that guy didn't upset,his
About,didn't upset,261,261_F_his,f,Mismatch,poss,The documentary about Sandra didn't upset,his
About,hasn't aggravated,262,262_M_him,m,Match,obj,The commentary about Martin hasn't aggravated,him
About,hasn't aggravated,262,262_F_him,f,Mismatch,obj,The commentary about this waitress hasn't aggravated,him
About,hasn't aggravated,262,262_M_his,m,Match,poss,The commentary about Martin hasn't aggravated,his
About,hasn't aggravated,262,262_F_his,f,Mismatch,poss,The commentary about this waitress hasn't aggravated,his
About,disturbed,263,263_M_him,m,Match,obj,The show about Randolf disturbed,him
About,disturbed,263,263_F_him,f,Mismatch,obj,The show about Ann disturbed,him
About,disturbed,263,263_M_his,m,Match,poss,The show about Randolf disturbed,his
About,disturbed,263,263_F_his,f,Mismatch,poss,The show about Ann disturbed,his
About,alarms,264,264_M_him,m,Match,obj,The book about this husband alarms,him
About,alarms,264,264_F_him,f,Mismatch,obj,The book about Diane alarms,him
About,alarms,264,264_M_his,m,Match,poss,The book about this husband alarms,his
About,alarms,264,264_F_his,f,Mismatch,poss,The book about Diane alarms,his
About,hasn't overwhelmed,265,265_M_him,m,Match,obj,The pamphlet about this man hasn't overwhelmed,him
About,hasn't overwhelmed,265,265_F_him,f,Mismatch,obj,The pamphlet about Rachel hasn't overwhelmed,him
About,hasn't overwhelmed,265,265_M_his,m,Match,poss,The pamphlet about this man hasn't overwhelmed,his
About,hasn't overwhelmed,265,265_F_his,f,Mismatch,poss,The pamphlet about Rachel hasn't overwhelmed,his
About,will harm,266,266_M_him,m,Match,obj,The brochure about Noah will harm,him
About,will harm,266,266_F_him,f,Mismatch,obj,The brochure about Donna will harm,him
About,will harm,266,266_M_his,m,Match,poss,The brochure about Noah will harm,his
About,will harm,266,266_F_his,f,Mismatch,poss,The brochure about Donna will harm,his
About,hadn't bored,267,267_M_him,m,Match,obj,The play about Jerry hadn't bored,him
About,hadn't bored,267,267_F_him,f,Mismatch,obj,The play about Samantha hadn't bored,him
About,hadn't bored,267,267_M_his,m,Match,poss,The play about Jerry hadn't bored,his
About,hadn't bored,267,267_F_his,f,Mismatch,poss,The play about Samantha hadn't bored,his
About,is confusing,268,268_M_him,m,Match,obj,The movie about Jason is confusing,him
About,is confusing,268,268_F_him,f,Mismatch,obj,The movie about Natalie is confusing,him
About,is confusing,268,268_M_his,m,Match,poss,The movie about Jason is confusing,his
About,is confusing,268,268_F_his,f,Mismatch,poss,The movie about Natalie is confusing,his
About,hasn't scared,269,269_M_him,m,Match,obj,The newspaper article about Mitchell hasn't scared,him
About,hasn't scared,269,269_F_him,f,Mismatch,obj,The newspaper article about Susan hasn't scared,him
About,hasn't scared,269,269_M_his,m,Match,poss,The newspaper article about Mitchell hasn't scared,his
About,hasn't scared,269,269_F_his,f,Mismatch,poss,The newspaper article about Susan hasn't scared,his
About,aided,270,270_M_him,m,Match,obj,The story about Benjamin aided,him
About,aided,270,270_F_him,f,Mismatch,obj,The story about Jill aided,him
About,aided,270,270_M_his,m,Match,poss,The story about Benjamin aided,his
About,aided,270,270_F_his,f,Mismatch,poss,The story about Jill aided,his
About,aids,271,271_M_him,m,Match,obj,The essay about this boyfriend aids,him
About,aids,271,271_F_him,f,Mismatch,obj,The essay about Denise aids,him
About,aids,271,271_M_his,m,Match,poss,The essay about this boyfriend aids,his
About,aids,271,271_F_his,f,Mismatch,poss,The essay about Denise aids,his
About,annoys,272,272_M_him,m,Match,obj,The report about Bruce annoys,him
About,annoys,272,272_F_him,f,Mismatch,obj,The report about Sally annoys,him
About,annoys,272,272_M_his,m,Match,poss,The report about Bruce annoys,his
About,annoys,272,272_F_his,f,Mismatch,poss,The report about Sally annoys,his
About,isn't hurting,273,273_M_him,m,Match,obj,The documentary about this husband isn't hurting,him
About,isn't hurting,273,273_F_him,f,Mismatch,obj,The documentary about this wife isn't hurting,him
About,isn't hurting,273,273_M_his,m,Match,poss,The documentary about this husband isn't hurting,his
About,isn't hurting,273,273_F_his,f,Mismatch,poss,The documentary about this wife isn't hurting,his
About,isn't helping,274,274_M_him,m,Match,obj,The commentary about Stephen isn't helping,him
About,isn't helping,274,274_F_him,f,Mismatch,obj,The commentary about Brenda isn't helping,him
About,isn't helping,274,274_M_his,m,Match,poss,The commentary about Stephen isn't helping,his
About,isn't helping,274,274_F_his,f,Mismatch,poss,The commentary about Brenda isn't helping,his
About,confuses,275,275_M_him,m,Match,obj,The show about Derek confuses,him
About,confuses,275,275_F_him,f,Mismatch,obj,The show about Cindy confuses,him
About,confuses,275,275_M_his,m,Match,poss,The show about Derek confuses,his
About,confuses,275,275_F_his,f,Mismatch,poss,The show about Cindy confuses,his
About,isn't shocking,276,276_M_him,m,Match,obj,The book about Walter isn't shocking,him
About,isn't shocking,276,276_F_him,f,Mismatch,obj,The book about Elaine isn't shocking,him
About,isn't shocking,276,276_M_his,m,Match,poss,The book about Walter isn't shocking,his
About,isn't shocking,276,276_F_his,f,Mismatch,poss,The book about Elaine isn't shocking,his
About,won't scare,277,277_M_him,m,Match,obj,The pamphlet about Bruce won't scare,him
About,won't scare,277,277_F_him,f,Mismatch,obj,The pamphlet about Alice won't scare,him
About,won't scare,277,277_M_his,m,Match,poss,The pamphlet about Bruce won't scare,his
About,won't scare,277,277_F_his,f,Mismatch,poss,The pamphlet about Alice won't scare,his
About,was worrying,278,278_M_him,m,Match,obj,The brochure about Douglas was worrying,him
About,was worrying,278,278_F_him,f,Mismatch,obj,The brochure about Judy was worrying,him
About,was worrying,278,278_M_his,m,Match,poss,The brochure about Douglas was worrying,his
About,was worrying,278,278_F_his,f,Mismatch,poss,The brochure about Judy was worrying,his
About,could disgust,279,279_M_him,m,Match,obj,The play about Benjamin could disgust,him
About,could disgust,279,279_F_him,f,Mismatch,obj,The play about Ella could disgust,him
About,could disgust,279,279_M_his,m,Match,poss,The play about Benjamin could disgust,his
About,could disgust,279,279_F_his,f,Mismatch,poss,The play about Ella could disgust,his
About,has aggravated,280,280_M_him,m,Match,obj,The movie about Alan has aggravated,him
About,has aggravated,280,280_F_him,f,Mismatch,obj,The movie about Bethany has aggravated,him
About,has aggravated,280,280_M_his,m,Match,poss,The movie about Alan has aggravated,his
About,has aggravated,280,280_F_his,f,Mismatch,poss,The movie about Bethany has aggravated,his
About,couldn't hurt,281,281_M_him,m,Match,obj,The newspaper article about Jerry couldn't hurt,him
About,couldn't hurt,281,281_F_him,f,Mismatch,obj,The newspaper article about Holly couldn't hurt,him
About,couldn't hurt,281,281_M_his,m,Match,poss,The newspaper article about Jerry couldn't hurt,his
About,couldn't hurt,281,281_F_his,f,Mismatch,poss,The newspaper article about Holly couldn't hurt,his
About,has annoyed,282,282_M_him,m,Match,obj,The story about Larry has annoyed,him
About,has annoyed,282,282_F_him,f,Mismatch,obj,The story about Heidi has annoyed,him
About,has annoyed,282,282_M_his,m,Match,poss,The story about Larry has annoyed,his
About,has annoyed,282,282_F_his,f,Mismatch,poss,The story about Heidi has annoyed,his
About,has helped,283,283_M_him,m,Match,obj,The essay about Roger has helped,him
About,has helped,283,283_F_him,f,Mismatch,obj,The essay about this mother has helped,him
About,has helped,283,283_M_his,m,Match,poss,The essay about Roger has helped,his
About,has helped,283,283_F_his,f,Mismatch,poss,The essay about this mother has helped,his
About,was scaring,284,284_M_him,m,Match,obj,The report about Jeffrey was scaring,him
About,was scaring,284,284_F_him,f,Mismatch,obj,The report about Debra was scaring,him
About,was scaring,284,284_M_his,m,Match,poss,The report about Jeffrey was scaring,his
About,was scaring,284,284_F_his,f,Mismatch,poss,The report about Debra was scaring,his
About,has aided,285,285_M_him,m,Match,obj,The documentary about Dan has aided,him
About,has aided,285,285_F_him,f,Mismatch,obj,The documentary about Margaret has aided,him
About,has aided,285,285_M_his,m,Match,poss,The documentary about Dan has aided,his
About,has aided,285,285_F_his,f,Mismatch,poss,The documentary about Margaret has aided,his
About,had hurt,286,286_M_him,m,Match,obj,The commentary about Theodore had hurt,him
About,had hurt,286,286_F_him,f,Mismatch,obj,The commentary about Sarah had hurt,him
About,had hurt,286,286_M_his,m,Match,poss,The commentary about Theodore had hurt,his
About,had hurt,286,286_F_his,f,Mismatch,poss,The commentary about Sarah had hurt,his
About,alarmed,287,287_M_him,m,Match,obj,The show about Frank alarmed,him
About,alarmed,287,287_F_him,f,Mismatch,obj,The show about Nina alarmed,him
About,alarmed,287,287_M_his,m,Match,poss,The show about Frank alarmed,his
About,alarmed,287,287_F_his,f,Mismatch,poss,The show about Nina alarmed,his
About,hasn't bothered,288,288_M_him,m,Match,obj,The book about Richard hasn't bothered,him
About,hasn't bothered,288,288_F_him,f,Mismatch,obj,The book about Lori hasn't bothered,him
About,hasn't bothered,288,288_M_his,m,Match,poss,The book about Richard hasn't bothered,his
About,hasn't bothered,288,288_F_his,f,Mismatch,poss,The book about Lori hasn't bothered,his
About,hasn't underwhelmed,289,289_M_him,m,Match,obj,The pamphlet about Walter hasn't underwhelmed,him
About,hasn't underwhelmed,289,289_F_him,f,Mismatch,obj,The pamphlet about Dawn hasn't underwhelmed,him
About,hasn't underwhelmed,289,289_M_his,m,Match,poss,The pamphlet about Walter hasn't underwhelmed,his
About,hasn't underwhelmed,289,289_F_his,f,Mismatch,poss,The pamphlet about Dawn hasn't underwhelmed,his
About,bored,290,290_M_him,m,Match,obj,The brochure about Randolf bored,him
About,bored,290,290_F_him,f,Mismatch,obj,The brochure about Sarah bored,him
About,bored,290,290_M_his,m,Match,poss,The brochure about Randolf bored,his
About,bored,290,290_F_his,f,Mismatch,poss,The brochure about Sarah bored,his
About,hasn't hindered,291,291_M_him,m,Match,obj,The play about Edward hasn't hindered,him
About,hasn't hindered,291,291_F_him,f,Mismatch,obj,The play about Diana hasn't hindered,him
About,hasn't hindered,291,291_M_his,m,Match,poss,The play about Edward hasn't hindered,his
About,hasn't hindered,291,291_F_his,f,Mismatch,poss,The play about Diana hasn't hindered,his
About,hadn't stunned,292,292_M_him,m,Match,obj,The movie about Aaron hadn't stunned,him
About,hadn't stunned,292,292_F_him,f,Mismatch,obj,The movie about Eva hadn't stunned,him
About,hadn't stunned,292,292_M_his,m,Match,poss,The movie about Aaron hadn't stunned,his
About,hadn't stunned,292,292_F_his,f,Mismatch,poss,The movie about Eva hadn't stunned,his
About,confuses,293,293_M_him,m,Match,obj,The newspaper article about Eric confuses,him
About,confuses,293,293_F_him,f,Mismatch,obj,The newspaper article about Diana confuses,him
About,confuses,293,293_M_his,m,Match,poss,The newspaper article about Eric confuses,his
About,confuses,293,293_F_his,f,Mismatch,poss,The newspaper article about Diana confuses,his
About,alarmed,294,294_M_him,m,Match,obj,The story about Christopher alarmed,him
About,alarmed,294,294_F_him,f,Mismatch,obj,The story about Naomi alarmed,him
About,alarmed,294,294_M_his,m,Match,poss,The story about Christopher alarmed,his
About,alarmed,294,294_F_his,f,Mismatch,poss,The story about Naomi alarmed,his
About,was scaring,295,295_M_him,m,Match,obj,The essay about Lawrence was scaring,him
About,was scaring,295,295_F_him,f,Mismatch,obj,The essay about Sharon was scaring,him
About,was scaring,295,295_M_his,m,Match,poss,The essay about Lawrence was scaring,his
About,was scaring,295,295_F_his,f,Mismatch,poss,The essay about Sharon was scaring,his
About,distracts,296,296_M_him,m,Match,obj,The report about Christopher distracts,him
About,distracts,296,296_F_him,f,Mismatch,obj,The report about Christine distracts,him
About,distracts,296,296_M_his,m,Match,poss,The report about Christopher distracts,his
About,distracts,296,296_F_his,f,Mismatch,poss,The report about Christine distracts,his
About,won't scare,297,297_M_him,m,Match,obj,The documentary about Matt won't scare,him
About,won't scare,297,297_F_him,f,Mismatch,obj,The documentary about Melanie won't scare,him
About,won't scare,297,297_M_his,m,Match,poss,The documentary about Matt won't scare,his
About,won't scare,297,297_F_his,f,Mismatch,poss,The documentary about Melanie won't scare,his
About,should underwhelm,298,298_M_him,m,Match,obj,The commentary about this father should underwhelm,him
About,should underwhelm,298,298_F_him,f,Mismatch,obj,The commentary about Christina should underwhelm,him
About,should underwhelm,298,298_M_his,m,Match,poss,The commentary about this father should underwhelm,his
About,should underwhelm,298,298_F_his,f,Mismatch,poss,The commentary about Christina should underwhelm,his
