exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target
TwoEmbedding,advises,didn't hear,84,84_FMM_his,fmm,MismatchMatchMatch,poss,Maria advises Brad that Lawrence didn't hear,his
TwoEmbedding,advises,didn't hear,84,84_FMF_his,fmf,MismatchMatchMismatch,poss,Maria advises Brad that the waitress didn't hear,his
TwoEmbedding,advises,didn't hear,84,84_FFM_his,ffm,MismatchMismatchMatch,poss,Maria advises that wife that Lawrence didn't hear,his
TwoEmbedding,advises,didn't hear,84,84_FFF_his,fff,MismatchMismatchMismatch,poss,Maria advises that wife that the waitress didn't hear,his
TwoEmbedding,tells,has boasted about,85,85_MMM_him,mmm,MatchMatchMatch,obj,Brad tells Lawrence that Frank has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_MMF_him,mmf,MatchMatchMismatch,obj,Brad tells Lawrence that Nicole has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_MFM_him,mfm,MatchMismatchMatch,obj,Brad tells Claire that Frank has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_MFF_him,mff,MatchMismatchMismatch,obj,Brad tells Claire that Nicole has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_FMM_him,fmm,MismatchMatchMatch,obj,The waitress tells Lawrence that Frank has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_FMF_him,fmf,MismatchMatchMismatch,obj,The waitress tells Lawrence that Nicole has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_FFM_him,ffm,MismatchMismatchMatch,obj,The waitress tells Claire that Frank has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_FFF_him,fff,MismatchMismatchMismatch,obj,The waitress tells Claire that Nicole has boasted about,him
TwoEmbedding,tells,has boasted about,85,85_MMM_his,mmm,MatchMatchMatch,poss,Brad tells Lawrence that Frank has boasted about,his
TwoEmbedding,tells,has boasted about,85,85_MMF_his,mmf,MatchMatchMismatch,poss,Brad tells Lawrence that Nicole has boasted about,his
TwoEmbedding,tells,has boasted about,85,85_MFM_his,mfm,MatchMismatchMatch,poss,Brad tells Claire that Frank has boasted about,his
TwoEmbedding,tells,has boasted about,85,85_MFF_his,mff,MatchMismatchMismatch,poss,Brad tells Claire that Nicole has boasted about,his
TwoEmbedding,tells,has boasted about,85,85_FMM_his,fmm,MismatchMatchMatch,poss,The waitress tells Lawrence that Frank has boasted about,his
TwoEmbedding,tells,has boasted about,85,85_FMF_his,fmf,MismatchMatchMismatch,poss,The waitress tells Lawrence that Nicole has boasted about,his
TwoEmbedding,tells,has boasted about,85,85_FFM_his,ffm,MismatchMismatchMatch,poss,The waitress tells Claire that Frank has boasted about,his
TwoEmbedding,tells,has boasted about,85,85_FFF_his,fff,MismatchMismatchMismatch,poss,The waitress tells Claire that Nicole has boasted about,his
TwoEmbedding,alerted,would love,86,86_MMM_him,mmm,MatchMatchMatch,obj,William alerted Scott that Peter would love,him
TwoEmbedding,alerted,would love,86,86_MMF_him,mmf,MatchMatchMismatch,obj,William alerted Scott that Sandra would love,him
TwoEmbedding,alerted,would love,86,86_MFM_him,mfm,MatchMismatchMatch,obj,William alerted Maria that Peter would love,him
TwoEmbedding,alerted,would love,86,86_MFF_him,mff,MatchMismatchMismatch,obj,William alerted Maria that Sandra would love,him
TwoEmbedding,alerted,would love,86,86_FMM_him,fmm,MismatchMatchMatch,obj,Nicole alerted Scott that Peter would love,him
TwoEmbedding,alerted,would love,86,86_FMF_him,fmf,MismatchMatchMismatch,obj,Nicole alerted Scott that Sandra would love,him
TwoEmbedding,alerted,would love,86,86_FFM_him,ffm,MismatchMismatchMatch,obj,Nicole alerted Maria that Peter would love,him
TwoEmbedding,alerted,would love,86,86_FFF_him,fff,MismatchMismatchMismatch,obj,Nicole alerted Maria that Sandra would love,him
TwoEmbedding,alerted,would love,86,86_MMM_his,mmm,MatchMatchMatch,poss,William alerted Scott that Peter would love,his
TwoEmbedding,alerted,would love,86,86_MMF_his,mmf,MatchMatchMismatch,poss,William alerted Scott that Sandra would love,his
TwoEmbedding,alerted,would love,86,86_MFM_his,mfm,MatchMismatchMatch,poss,William alerted Maria that Peter would love,his
TwoEmbedding,alerted,would love,86,86_MFF_his,mff,MatchMismatchMismatch,poss,William alerted Maria that Sandra would love,his
TwoEmbedding,alerted,would love,86,86_FMM_his,fmm,MismatchMatchMatch,poss,Nicole alerted Scott that Peter would love,his
TwoEmbedding,alerted,would love,86,86_FMF_his,fmf,MismatchMatchMismatch,poss,Nicole alerted Scott that Sandra would love,his
TwoEmbedding,alerted,would love,86,86_FFM_his,ffm,MismatchMismatchMatch,poss,Nicole alerted Maria that Peter would love,his
TwoEmbedding,alerted,would love,86,86_FFF_his,fff,MismatchMismatchMismatch,poss,Nicole alerted Maria that Sandra would love,his
TwoEmbedding,advised,works with,87,87_MMM_him,mmm,MatchMatchMatch,obj,Brian advised Steven that Todd works with,him
TwoEmbedding,advised,works with,87,87_MMF_him,mmf,MatchMatchMismatch,obj,Brian advised Steven that Janet works with,him
TwoEmbedding,advised,works with,87,87_MFM_him,mfm,MatchMismatchMatch,obj,Brian advised Kristin that Todd works with,him
TwoEmbedding,advised,works with,87,87_MFF_him,mff,MatchMismatchMismatch,obj,Brian advised Kristin that Janet works with,him
TwoEmbedding,advised,works with,87,87_FMM_him,fmm,MismatchMatchMatch,obj,Danielle advised Steven that Todd works with,him
TwoEmbedding,advised,works with,87,87_FMF_him,fmf,MismatchMatchMismatch,obj,Danielle advised Steven that Janet works with,him
TwoEmbedding,advised,works with,87,87_FFM_him,ffm,MismatchMismatchMatch,obj,Danielle advised Kristin that Todd works with,him
TwoEmbedding,advised,works with,87,87_FFF_him,fff,MismatchMismatchMismatch,obj,Danielle advised Kristin that Janet works with,him
TwoEmbedding,advised,works with,87,87_MMM_his,mmm,MatchMatchMatch,poss,Brian advised Steven that Todd works with,his
TwoEmbedding,advised,works with,87,87_MMF_his,mmf,MatchMatchMismatch,poss,Brian advised Steven that Janet works with,his
TwoEmbedding,advised,works with,87,87_MFM_his,mfm,MatchMismatchMatch,poss,Brian advised Kristin that Todd works with,his
TwoEmbedding,advised,works with,87,87_MFF_his,mff,MatchMismatchMismatch,poss,Brian advised Kristin that Janet works with,his
TwoEmbedding,advised,works with,87,87_FMM_his,fmm,MismatchMatchMatch,poss,Danielle advised Steven that Todd works with,his
TwoEmbedding,advised,works with,87,87_FMF_his,fmf,MismatchMatchMismatch,poss,Danielle advised Steven that Janet works with,his
TwoEmbedding,advised,works with,87,87_FFM_his,ffm,MismatchMismatchMatch,poss,Danielle advised Kristin that Todd works with,his
TwoEmbedding,advised,works with,87,87_FFF_his,fff,MismatchMismatchMismatch,poss,Danielle advised Kristin that Janet works with,his
TwoEmbedding,warned,can fight,88,88_MMM_him,mmm,MatchMatchMatch,obj,Eric warned Guy that Joel can fight,him
TwoEmbedding,warned,can fight,88,88_MMF_him,mmf,MatchMatchMismatch,obj,Eric warned Guy that Catherine can fight,him
TwoEmbedding,warned,can fight,88,88_MFM_him,mfm,MatchMismatchMatch,obj,Eric warned Diana that Joel can fight,him
TwoEmbedding,warned,can fight,88,88_MFF_him,mff,MatchMismatchMismatch,obj,Eric warned Diana that Catherine can fight,him
TwoEmbedding,warned,can fight,88,88_FMM_him,fmm,MismatchMatchMatch,obj,Amanda warned Guy that Joel can fight,him
TwoEmbedding,warned,can fight,88,88_FMF_him,fmf,MismatchMatchMismatch,obj,Amanda warned Guy that Catherine can fight,him
TwoEmbedding,warned,can fight,88,88_FFM_him,ffm,MismatchMismatchMatch,obj,Amanda warned Diana that Joel can fight,him
TwoEmbedding,warned,can fight,88,88_FFF_him,fff,MismatchMismatchMismatch,obj,Amanda warned Diana that Catherine can fight,him
TwoEmbedding,warned,can fight,88,88_MMM_his,mmm,MatchMatchMatch,poss,Eric warned Guy that Joel can fight,his
TwoEmbedding,warned,can fight,88,88_MMF_his,mmf,MatchMatchMismatch,poss,Eric warned Guy that Catherine can fight,his
TwoEmbedding,warned,can fight,88,88_MFM_his,mfm,MatchMismatchMatch,poss,Eric warned Diana that Joel can fight,his
TwoEmbedding,warned,can fight,88,88_MFF_his,mff,MatchMismatchMismatch,poss,Eric warned Diana that Catherine can fight,his
TwoEmbedding,warned,can fight,88,88_FMM_his,fmm,MismatchMatchMatch,poss,Amanda warned Guy that Joel can fight,his
TwoEmbedding,warned,can fight,88,88_FMF_his,fmf,MismatchMatchMismatch,poss,Amanda warned Guy that Catherine can fight,his
TwoEmbedding,warned,can fight,88,88_FFM_his,ffm,MismatchMismatchMatch,poss,Amanda warned Diana that Joel can fight,his
TwoEmbedding,warned,can fight,88,88_FFF_his,fff,MismatchMismatchMismatch,poss,Amanda warned Diana that Catherine can fight,his
TwoEmbedding,showed,talks about,89,89_MMM_him,mmm,MatchMatchMatch,obj,Omar showed Martin that Daniel talks about,him
TwoEmbedding,showed,talks about,89,89_MMF_him,mmf,MatchMatchMismatch,obj,Omar showed Martin that Stacey talks about,him
TwoEmbedding,showed,talks about,89,89_MFM_him,mfm,MatchMismatchMatch,obj,Omar showed Nancy that Daniel talks about,him
TwoEmbedding,showed,talks about,89,89_MFF_him,mff,MatchMismatchMismatch,obj,Omar showed Nancy that Stacey talks about,him
TwoEmbedding,showed,talks about,89,89_FMM_him,fmm,MismatchMatchMatch,obj,Tracy showed Martin that Daniel talks about,him
TwoEmbedding,showed,talks about,89,89_FMF_him,fmf,MismatchMatchMismatch,obj,Tracy showed Martin that Stacey talks about,him
TwoEmbedding,showed,talks about,89,89_FFM_him,ffm,MismatchMismatchMatch,obj,Tracy showed Nancy that Daniel talks about,him
TwoEmbedding,showed,talks about,89,89_FFF_him,fff,MismatchMismatchMismatch,obj,Tracy showed Nancy that Stacey talks about,him
TwoEmbedding,showed,talks about,89,89_MMM_his,mmm,MatchMatchMatch,poss,Omar showed Martin that Daniel talks about,his
TwoEmbedding,showed,talks about,89,89_MMF_his,mmf,MatchMatchMismatch,poss,Omar showed Martin that Stacey talks about,his
TwoEmbedding,showed,talks about,89,89_MFM_his,mfm,MatchMismatchMatch,poss,Omar showed Nancy that Daniel talks about,his
TwoEmbedding,showed,talks about,89,89_MFF_his,mff,MatchMismatchMismatch,poss,Omar showed Nancy that Stacey talks about,his
TwoEmbedding,showed,talks about,89,89_FMM_his,fmm,MismatchMatchMatch,poss,Tracy showed Martin that Daniel talks about,his
TwoEmbedding,showed,talks about,89,89_FMF_his,fmf,MismatchMatchMismatch,poss,Tracy showed Martin that Stacey talks about,his
TwoEmbedding,showed,talks about,89,89_FFM_his,ffm,MismatchMismatchMatch,poss,Tracy showed Nancy that Daniel talks about,his
TwoEmbedding,showed,talks about,89,89_FFF_his,fff,MismatchMismatchMismatch,poss,Tracy showed Nancy that Stacey talks about,his
TwoEmbedding,informs,has investigated,90,90_MMM_him,mmm,MatchMatchMatch,obj,That man informs Douglas that Ronald has investigated,him
TwoEmbedding,informs,has investigated,90,90_MMF_him,mmf,MatchMatchMismatch,obj,That man informs Douglas that Leslie has investigated,him
TwoEmbedding,informs,has investigated,90,90_MFM_him,mfm,MatchMismatchMatch,obj,That man informs Nicole that Ronald has investigated,him
TwoEmbedding,informs,has investigated,90,90_MFF_him,mff,MatchMismatchMismatch,obj,That man informs Nicole that Leslie has investigated,him
TwoEmbedding,informs,has investigated,90,90_FMM_him,fmm,MismatchMatchMatch,obj,Meredith informs Douglas that Ronald has investigated,him
TwoEmbedding,informs,has investigated,90,90_FMF_him,fmf,MismatchMatchMismatch,obj,Meredith informs Douglas that Leslie has investigated,him
TwoEmbedding,informs,has investigated,90,90_FFM_him,ffm,MismatchMismatchMatch,obj,Meredith informs Nicole that Ronald has investigated,him
TwoEmbedding,informs,has investigated,90,90_FFF_him,fff,MismatchMismatchMismatch,obj,Meredith informs Nicole that Leslie has investigated,him
TwoEmbedding,informs,has investigated,90,90_MMM_his,mmm,MatchMatchMatch,poss,That man informs Douglas that Ronald has investigated,his
TwoEmbedding,informs,has investigated,90,90_MMF_his,mmf,MatchMatchMismatch,poss,That man informs Douglas that Leslie has investigated,his
TwoEmbedding,informs,has investigated,90,90_MFM_his,mfm,MatchMismatchMatch,poss,That man informs Nicole that Ronald has investigated,his
TwoEmbedding,informs,has investigated,90,90_MFF_his,mff,MatchMismatchMismatch,poss,That man informs Nicole that Leslie has investigated,his
TwoEmbedding,informs,has investigated,90,90_FMM_his,fmm,MismatchMatchMatch,poss,Meredith informs Douglas that Ronald has investigated,his
TwoEmbedding,informs,has investigated,90,90_FMF_his,fmf,MismatchMatchMismatch,poss,Meredith informs Douglas that Leslie has investigated,his
TwoEmbedding,informs,has investigated,90,90_FFM_his,ffm,MismatchMismatchMatch,poss,Meredith informs Nicole that Ronald has investigated,his
TwoEmbedding,informs,has investigated,90,90_FFF_his,fff,MismatchMismatchMismatch,poss,Meredith informs Nicole that Leslie has investigated,his
TwoEmbedding,told,wouldn't astound,91,91_MMM_him,mmm,MatchMatchMatch,obj,Martin told Patrick that Omar wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_MMF_him,mmf,MatchMatchMismatch,obj,Martin told Patrick that Claire wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_MFM_him,mfm,MatchMismatchMatch,obj,Martin told Christine that Omar wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_MFF_him,mff,MatchMismatchMismatch,obj,Martin told Christine that Claire wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_FMM_him,fmm,MismatchMatchMatch,obj,Heather told Patrick that Omar wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_FMF_him,fmf,MismatchMatchMismatch,obj,Heather told Patrick that Claire wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_FFM_him,ffm,MismatchMismatchMatch,obj,Heather told Christine that Omar wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_FFF_him,fff,MismatchMismatchMismatch,obj,Heather told Christine that Claire wouldn't astound,him
TwoEmbedding,told,wouldn't astound,91,91_MMM_his,mmm,MatchMatchMatch,poss,Martin told Patrick that Omar wouldn't astound,his
TwoEmbedding,told,wouldn't astound,91,91_MMF_his,mmf,MatchMatchMismatch,poss,Martin told Patrick that Claire wouldn't astound,his
TwoEmbedding,told,wouldn't astound,91,91_MFM_his,mfm,MatchMismatchMatch,poss,Martin told Christine that Omar wouldn't astound,his
TwoEmbedding,told,wouldn't astound,91,91_MFF_his,mff,MatchMismatchMismatch,poss,Martin told Christine that Claire wouldn't astound,his
TwoEmbedding,told,wouldn't astound,91,91_FMM_his,fmm,MismatchMatchMatch,poss,Heather told Patrick that Omar wouldn't astound,his
TwoEmbedding,told,wouldn't astound,91,91_FMF_his,fmf,MismatchMatchMismatch,poss,Heather told Patrick that Claire wouldn't astound,his
TwoEmbedding,told,wouldn't astound,91,91_FFM_his,ffm,MismatchMismatchMatch,poss,Heather told Christine that Omar wouldn't astound,his
TwoEmbedding,told,wouldn't astound,91,91_FFF_his,fff,MismatchMismatchMismatch,poss,Heather told Christine that Claire wouldn't astound,his
TwoEmbedding,warned,wasn't praising,92,92_MMM_him,mmm,MatchMatchMatch,obj,David warned Keith that Donald wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_MMF_him,mmf,MatchMatchMismatch,obj,David warned Keith that Diane wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_MFM_him,mfm,MatchMismatchMatch,obj,David warned the girl that Donald wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_MFF_him,mff,MatchMismatchMismatch,obj,David warned the girl that Diane wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_FMM_him,fmm,MismatchMatchMatch,obj,This ex-wife warned Keith that Donald wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_FMF_him,fmf,MismatchMatchMismatch,obj,This ex-wife warned Keith that Diane wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_FFM_him,ffm,MismatchMismatchMatch,obj,This ex-wife warned the girl that Donald wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_FFF_him,fff,MismatchMismatchMismatch,obj,This ex-wife warned the girl that Diane wasn't praising,him
TwoEmbedding,warned,wasn't praising,92,92_MMM_his,mmm,MatchMatchMatch,poss,David warned Keith that Donald wasn't praising,his
TwoEmbedding,warned,wasn't praising,92,92_MMF_his,mmf,MatchMatchMismatch,poss,David warned Keith that Diane wasn't praising,his
TwoEmbedding,warned,wasn't praising,92,92_MFM_his,mfm,MatchMismatchMatch,poss,David warned the girl that Donald wasn't praising,his
TwoEmbedding,warned,wasn't praising,92,92_MFF_his,mff,MatchMismatchMismatch,poss,David warned the girl that Diane wasn't praising,his
TwoEmbedding,warned,wasn't praising,92,92_FMM_his,fmm,MismatchMatchMatch,poss,This ex-wife warned Keith that Donald wasn't praising,his
TwoEmbedding,warned,wasn't praising,92,92_FMF_his,fmf,MismatchMatchMismatch,poss,This ex-wife warned Keith that Diane wasn't praising,his
TwoEmbedding,warned,wasn't praising,92,92_FFM_his,ffm,MismatchMismatchMatch,poss,This ex-wife warned the girl that Donald wasn't praising,his
TwoEmbedding,warned,wasn't praising,92,92_FFF_his,fff,MismatchMismatchMismatch,poss,This ex-wife warned the girl that Diane wasn't praising,his
TwoEmbedding,informs,had argued about,93,93_MMM_him,mmm,MatchMatchMatch,obj,Eric informs Kevin that Dennis had argued about,him
TwoEmbedding,informs,had argued about,93,93_MMF_him,mmf,MatchMatchMismatch,obj,Eric informs Kevin that Kristin had argued about,him
TwoEmbedding,informs,had argued about,93,93_MFM_him,mfm,MatchMismatchMatch,obj,Eric informs the daughter that Dennis had argued about,him
TwoEmbedding,informs,had argued about,93,93_MFF_him,mff,MatchMismatchMismatch,obj,Eric informs the daughter that Kristin had argued about,him
TwoEmbedding,informs,had argued about,93,93_FMM_him,fmm,MismatchMatchMatch,obj,Melissa informs Kevin that Dennis had argued about,him
TwoEmbedding,informs,had argued about,93,93_FMF_him,fmf,MismatchMatchMismatch,obj,Melissa informs Kevin that Kristin had argued about,him
TwoEmbedding,informs,had argued about,93,93_FFM_him,ffm,MismatchMismatchMatch,obj,Melissa informs the daughter that Dennis had argued about,him
TwoEmbedding,informs,had argued about,93,93_FFF_him,fff,MismatchMismatchMismatch,obj,Melissa informs the daughter that Kristin had argued about,him
TwoEmbedding,informs,had argued about,93,93_MMM_his,mmm,MatchMatchMatch,poss,Eric informs Kevin that Dennis had argued about,his
TwoEmbedding,informs,had argued about,93,93_MMF_his,mmf,MatchMatchMismatch,poss,Eric informs Kevin that Kristin had argued about,his
TwoEmbedding,informs,had argued about,93,93_MFM_his,mfm,MatchMismatchMatch,poss,Eric informs the daughter that Dennis had argued about,his
TwoEmbedding,informs,had argued about,93,93_MFF_his,mff,MatchMismatchMismatch,poss,Eric informs the daughter that Kristin had argued about,his
TwoEmbedding,informs,had argued about,93,93_FMM_his,fmm,MismatchMatchMatch,poss,Melissa informs Kevin that Dennis had argued about,his
