exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
OneEmbedding,discovered,had noticed,132,132_MM_him,mm,MatchMatch,obj,This guy discovered that Alexander had noticed,him,2.154294967651367
OneEmbedding,discovered,had noticed,132,132_MF_him,mf,MatchMismatch,obj,This guy discovered that Cheryl had noticed,him,1.0180424451828003
OneEmbedding,discovered,had noticed,132,132_FM_him,fm,MismatchMatch,obj,Linda discovered that Alexander had noticed,him,8.044384956359863
OneEmbedding,discovered,had noticed,132,132_FF_him,ff,MismatchMismatch,obj,Linda discovered that Cheryl had noticed,him,7.651825428009033
OneEmbedding,discovered,had noticed,132,132_MM_his,mm,MatchMatch,poss,This guy discovered that Alexander had noticed,his,2.5243825912475586
OneEmbedding,discovered,had noticed,132,132_MF_his,mf,MatchMismatch,poss,This guy discovered that Cheryl had noticed,his,2.683227300643921
OneEmbedding,discovered,had noticed,132,132_FM_his,fm,MismatchMatch,poss,Linda discovered that Alexander had noticed,his,5.505561351776123
OneEmbedding,discovered,had noticed,132,132_FF_his,ff,MismatchMismatch,poss,Linda discovered that Cheryl had noticed,his,7.068126678466797
OneEmbedding,isn't knowing,had forgotten,133,133_MM_him,mm,MatchMatch,obj,Charles isn't knowing that Peter had forgotten,him,6.649398326873779
OneEmbedding,isn't knowing,had forgotten,133,133_MF_him,mf,MatchMismatch,obj,Charles isn't knowing that Ann had forgotten,him,6.768522262573242
OneEmbedding,isn't knowing,had forgotten,133,133_FM_him,fm,MismatchMatch,obj,Pamela isn't knowing that Peter had forgotten,him,10.423940658569336
OneEmbedding,isn't knowing,had forgotten,133,133_FF_him,ff,MismatchMismatch,obj,Pamela isn't knowing that Ann had forgotten,him,9.780861854553223
OneEmbedding,isn't knowing,had forgotten,133,133_MM_his,mm,MatchMatch,poss,Charles isn't knowing that Peter had forgotten,his,2.094999074935913
OneEmbedding,isn't knowing,had forgotten,133,133_MF_his,mf,MatchMismatch,poss,Charles isn't knowing that Ann had forgotten,his,3.0185160636901855
OneEmbedding,isn't knowing,had forgotten,133,133_FM_his,fm,MismatchMatch,poss,Pamela isn't knowing that Peter had forgotten,his,4.229886054992676
OneEmbedding,isn't knowing,had forgotten,133,133_FF_his,ff,MismatchMismatch,poss,Pamela isn't knowing that Ann had forgotten,his,7.131885051727295
OneEmbedding,suggests,hindered,134,134_MM_him,mm,MatchMatch,obj,The boy suggests that Walter hindered,him,2.7553446292877197
OneEmbedding,suggests,hindered,134,134_MF_him,mf,MatchMismatch,obj,The boy suggests that Ellen hindered,him,3.162358045578003
OneEmbedding,suggests,hindered,134,134_FM_him,fm,MismatchMatch,obj,Vanessa suggests that Walter hindered,him,8.371277809143066
OneEmbedding,suggests,hindered,134,134_FF_him,ff,MismatchMismatch,obj,Vanessa suggests that Ellen hindered,him,9.754236221313477
OneEmbedding,suggests,hindered,134,134_MM_his,mm,MatchMatch,poss,The boy suggests that Walter hindered,his,0.7986828684806824
OneEmbedding,suggests,hindered,134,134_MF_his,mf,MatchMismatch,poss,The boy suggests that Ellen hindered,his,1.1190483570098877
OneEmbedding,suggests,hindered,134,134_FM_his,fm,MismatchMatch,poss,Vanessa suggests that Walter hindered,his,1.9735382795333862
OneEmbedding,suggests,hindered,134,134_FF_his,ff,MismatchMismatch,poss,Vanessa suggests that Ellen hindered,his,7.220812797546387
OneEmbedding,doesn't confess,has revealed,135,135_MM_him,mm,MatchMatch,obj,John doesn't confess that Benjamin has revealed,him,5.817622184753418
OneEmbedding,doesn't confess,has revealed,135,135_MF_him,mf,MatchMismatch,obj,John doesn't confess that Sally has revealed,him,8.38458251953125
OneEmbedding,doesn't confess,has revealed,135,135_FM_him,fm,MismatchMatch,obj,Dawn doesn't confess that Benjamin has revealed,him,9.974077224731445
OneEmbedding,doesn't confess,has revealed,135,135_FF_him,ff,MismatchMismatch,obj,Dawn doesn't confess that Sally has revealed,him,11.760824203491211
OneEmbedding,doesn't confess,has revealed,135,135_MM_his,mm,MatchMatch,poss,John doesn't confess that Benjamin has revealed,his,0.8526252508163452
OneEmbedding,doesn't confess,has revealed,135,135_MF_his,mf,MatchMismatch,poss,John doesn't confess that Sally has revealed,his,0.4204310178756714
OneEmbedding,doesn't confess,has revealed,135,135_FM_his,fm,MismatchMatch,poss,Dawn doesn't confess that Benjamin has revealed,his,2.0028910636901855
OneEmbedding,doesn't confess,has revealed,135,135_FF_his,ff,MismatchMismatch,poss,Dawn doesn't confess that Sally has revealed,his,6.24887752532959
OneEmbedding,didn't say,can't hurt,136,136_MM_him,mm,MatchMatch,obj,Douglas didn't say that Alexander can't hurt,him,3.802534580230713
OneEmbedding,didn't say,can't hurt,136,136_MF_him,mf,MatchMismatch,obj,Douglas didn't say that this woman can't hurt,him,2.5295403003692627
OneEmbedding,didn't say,can't hurt,136,136_FM_him,fm,MismatchMatch,obj,Cindy didn't say that Alexander can't hurt,him,7.933481216430664
OneEmbedding,didn't say,can't hurt,136,136_FF_him,ff,MismatchMismatch,obj,Cindy didn't say that this woman can't hurt,him,5.53731632232666
OneEmbedding,didn't say,can't hurt,136,136_MM_his,mm,MatchMatch,poss,Douglas didn't say that Alexander can't hurt,his,6.152502536773682
OneEmbedding,didn't say,can't hurt,136,136_MF_his,mf,MatchMismatch,poss,Douglas didn't say that this woman can't hurt,his,7.458957195281982
OneEmbedding,didn't say,can't hurt,136,136_FM_his,fm,MismatchMatch,poss,Cindy didn't say that Alexander can't hurt,his,9.311744689941406
OneEmbedding,didn't say,can't hurt,136,136_FF_his,ff,MismatchMismatch,poss,Cindy didn't say that this woman can't hurt,his,10.809091567993164
OneEmbedding,was speculating,has hidden,137,137_MM_him,mm,MatchMatch,obj,Scott was speculating that Craig has hidden,him,10.431902885437012
OneEmbedding,was speculating,has hidden,137,137_MF_him,mf,MatchMismatch,obj,Scott was speculating that Cindy has hidden,him,9.237092018127441
OneEmbedding,was speculating,has hidden,137,137_FM_him,fm,MismatchMatch,obj,Renee was speculating that Craig has hidden,him,12.647221565246582
OneEmbedding,was speculating,has hidden,137,137_FF_him,ff,MismatchMismatch,obj,Renee was speculating that Cindy has hidden,him,12.24793529510498
OneEmbedding,was speculating,has hidden,137,137_MM_his,mm,MatchMatch,poss,Scott was speculating that Craig has hidden,his,3.4059932231903076
OneEmbedding,was speculating,has hidden,137,137_MF_his,mf,MatchMismatch,poss,Scott was speculating that Cindy has hidden,his,7.881541728973389
OneEmbedding,was speculating,has hidden,137,137_FM_his,fm,MismatchMatch,poss,Renee was speculating that Craig has hidden,his,4.627824306488037
OneEmbedding,was speculating,has hidden,137,137_FF_his,ff,MismatchMismatch,poss,Renee was speculating that Cindy has hidden,his,11.172900199890137
OneEmbedding,is hating,wasn't investigating,138,138_MM_him,mm,MatchMatch,obj,Jerry is hating that the ex-boyfriend wasn't investigating,him,5.264954566955566
OneEmbedding,is hating,wasn't investigating,138,138_MF_him,mf,MatchMismatch,obj,Jerry is hating that Teresa wasn't investigating,him,3.6866252422332764
OneEmbedding,is hating,wasn't investigating,138,138_FM_him,fm,MismatchMatch,obj,Kristin is hating that the ex-boyfriend wasn't investigating,him,7.639748573303223
OneEmbedding,is hating,wasn't investigating,138,138_FF_him,ff,MismatchMismatch,obj,Kristin is hating that Teresa wasn't investigating,him,9.526627540588379
OneEmbedding,is hating,wasn't investigating,138,138_MM_his,mm,MatchMatch,poss,Jerry is hating that the ex-boyfriend wasn't investigating,his,4.06182861328125
OneEmbedding,is hating,wasn't investigating,138,138_MF_his,mf,MatchMismatch,poss,Jerry is hating that Teresa wasn't investigating,his,4.660793304443359
OneEmbedding,is hating,wasn't investigating,138,138_FM_his,fm,MismatchMatch,poss,Kristin is hating that the ex-boyfriend wasn't investigating,his,3.9574341773986816
OneEmbedding,is hating,wasn't investigating,138,138_FF_his,ff,MismatchMismatch,poss,Kristin is hating that Teresa wasn't investigating,his,9.195897102355957
OneEmbedding,isn't asserting,investigated,139,139_MM_him,mm,MatchMatch,obj,Derek isn't asserting that this man investigated,him,3.0829315185546875
OneEmbedding,isn't asserting,investigated,139,139_MF_him,mf,MatchMismatch,obj,Derek isn't asserting that Carolyn investigated,him,2.70217227935791
OneEmbedding,isn't asserting,investigated,139,139_FM_him,fm,MismatchMatch,obj,Sabrina isn't asserting that this man investigated,him,7.196815490722656
OneEmbedding,isn't asserting,investigated,139,139_FF_him,ff,MismatchMismatch,obj,Sabrina isn't asserting that Carolyn investigated,him,7.975475311279297
OneEmbedding,isn't asserting,investigated,139,139_MM_his,mm,MatchMatch,poss,Derek isn't asserting that this man investigated,his,4.336443901062012
OneEmbedding,isn't asserting,investigated,139,139_MF_his,mf,MatchMismatch,poss,Derek isn't asserting that Carolyn investigated,his,3.9294891357421875
OneEmbedding,isn't asserting,investigated,139,139_FM_his,fm,MismatchMatch,poss,Sabrina isn't asserting that this man investigated,his,5.622591495513916
OneEmbedding,isn't asserting,investigated,139,139_FF_his,ff,MismatchMismatch,poss,Sabrina isn't asserting that Carolyn investigated,his,8.300030708312988
OneEmbedding,writes,was describing,140,140_MM_him,mm,MatchMatch,obj,Patrick writes that Randolf was describing,him,8.658063888549805
OneEmbedding,writes,was describing,140,140_MF_him,mf,MatchMismatch,obj,Patrick writes that Claire was describing,him,7.2844977378845215
OneEmbedding,writes,was describing,140,140_FM_him,fm,MismatchMatch,obj,Kristin writes that Randolf was describing,him,8.941429138183594
OneEmbedding,writes,was describing,140,140_FF_him,ff,MismatchMismatch,obj,Kristin writes that Claire was describing,him,8.975176811218262
OneEmbedding,writes,was describing,140,140_MM_his,mm,MatchMatch,poss,Patrick writes that Randolf was describing,his,3.6999526023864746
OneEmbedding,writes,was describing,140,140_MF_his,mf,MatchMismatch,poss,Patrick writes that Claire was describing,his,6.507944583892822
OneEmbedding,writes,was describing,140,140_FM_his,fm,MismatchMatch,poss,Kristin writes that Randolf was describing,his,3.424666166305542
OneEmbedding,writes,was describing,140,140_FF_his,ff,MismatchMismatch,poss,Kristin writes that Claire was describing,his,9.231950759887695
OneEmbedding,can't confess,complains about,141,141_MM_him,mm,MatchMatch,obj,Thomas can't confess that Travis complains about,him,2.6380774974823
OneEmbedding,can't confess,complains about,141,141_MF_him,mf,MatchMismatch,obj,Thomas can't confess that Julie complains about,him,1.360638976097107
OneEmbedding,can't confess,complains about,141,141_FM_him,fm,MismatchMatch,obj,Paula can't confess that Travis complains about,him,7.870442867279053
OneEmbedding,can't confess,complains about,141,141_FF_him,ff,MismatchMismatch,obj,Paula can't confess that Julie complains about,him,8.838353157043457
OneEmbedding,can't confess,complains about,141,141_MM_his,mm,MatchMatch,poss,Thomas can't confess that Travis complains about,his,2.610867738723755
OneEmbedding,can't confess,complains about,141,141_MF_his,mf,MatchMismatch,poss,Thomas can't confess that Julie complains about,his,2.146559476852417
OneEmbedding,can't confess,complains about,141,141_FM_his,fm,MismatchMatch,poss,Paula can't confess that Travis complains about,his,3.8600218296051025
OneEmbedding,can't confess,complains about,141,141_FF_his,ff,MismatchMismatch,poss,Paula can't confess that Julie complains about,his,9.465221405029297
OneEmbedding,proposed,understood,142,142_MM_him,mm,MatchMatch,obj,John proposed that Carlos understood,him,4.842475414276123
OneEmbedding,proposed,understood,142,142_MF_him,mf,MatchMismatch,obj,John proposed that Ann understood,him,3.726865768432617
OneEmbedding,proposed,understood,142,142_FM_him,fm,MismatchMatch,obj,Melissa proposed that Carlos understood,him,8.884272575378418
OneEmbedding,proposed,understood,142,142_FF_him,ff,MismatchMismatch,obj,Melissa proposed that Ann understood,him,8.180211067199707
OneEmbedding,proposed,understood,142,142_MM_his,mm,MatchMatch,poss,John proposed that Carlos understood,his,3.6825051307678223
OneEmbedding,proposed,understood,142,142_MF_his,mf,MatchMismatch,poss,John proposed that Ann understood,his,2.8628928661346436
OneEmbedding,proposed,understood,142,142_FM_his,fm,MismatchMatch,poss,Melissa proposed that Carlos understood,his,4.369161128997803
OneEmbedding,proposed,understood,142,142_FF_his,ff,MismatchMismatch,poss,Melissa proposed that Ann understood,his,7.384582996368408
OneEmbedding,doesn't demonstrate,stuns,143,143_MM_him,mm,MatchMatch,obj,Chad doesn't demonstrate that the husband stuns,him,6.240543842315674
OneEmbedding,doesn't demonstrate,stuns,143,143_MF_him,mf,MatchMismatch,obj,Chad doesn't demonstrate that Michelle stuns,him,2.2042741775512695
OneEmbedding,doesn't demonstrate,stuns,143,143_FM_him,fm,MismatchMatch,obj,Nicole doesn't demonstrate that the husband stuns,him,9.056700706481934
OneEmbedding,doesn't demonstrate,stuns,143,143_FF_him,ff,MismatchMismatch,obj,Nicole doesn't demonstrate that Michelle stuns,him,7.103995323181152
OneEmbedding,doesn't demonstrate,stuns,143,143_MM_his,mm,MatchMatch,poss,Chad doesn't demonstrate that the husband stuns,his,1.6657624244689941
OneEmbedding,doesn't demonstrate,stuns,143,143_MF_his,mf,MatchMismatch,poss,Chad doesn't demonstrate that Michelle stuns,his,5.301703929901123
OneEmbedding,doesn't demonstrate,stuns,143,143_FM_his,fm,MismatchMatch,poss,Nicole doesn't demonstrate that the husband stuns,his,2.8599495887756348
OneEmbedding,doesn't demonstrate,stuns,143,143_FF_his,ff,MismatchMismatch,poss,Nicole doesn't demonstrate that Michelle stuns,his,8.874347686767578
OneEmbedding,does know,harmed,144,144_MM_him,mm,MatchMatch,obj,Derek does know that Mitchell harmed,him,2.9143385887145996
OneEmbedding,does know,harmed,144,144_MF_him,mf,MatchMismatch,obj,Derek does know that Claire harmed,him,3.035423517227173
OneEmbedding,does know,harmed,144,144_FM_him,fm,MismatchMatch,obj,Elizabeth does know that Mitchell harmed,him,8.022379875183105
OneEmbedding,does know,harmed,144,144_FF_him,ff,MismatchMismatch,obj,Elizabeth does know that Claire harmed,him,8.791576385498047
OneEmbedding,does know,harmed,144,144_MM_his,mm,MatchMatch,poss,Derek does know that Mitchell harmed,his,3.076364755630493
OneEmbedding,does know,harmed,144,144_MF_his,mf,MatchMismatch,poss,Derek does know that Claire harmed,his,3.950812578201294
OneEmbedding,does know,harmed,144,144_FM_his,fm,MismatchMatch,poss,Elizabeth does know that Mitchell harmed,his,4.137448787689209
OneEmbedding,does know,harmed,144,144_FF_his,ff,MismatchMismatch,poss,Elizabeth does know that Claire harmed,his,9.661670684814453
OneEmbedding,explains,will cure,145,145_MM_him,mm,MatchMatch,obj,Scott explains that Scott will cure,him,3.6482133865356445
OneEmbedding,explains,will cure,145,145_MF_him,mf,MatchMismatch,obj,Scott explains that Samantha will cure,him,3.22359299659729
OneEmbedding,explains,will cure,145,145_FM_him,fm,MismatchMatch,obj,Kristen explains that Scott will cure,him,6.434906482696533
OneEmbedding,explains,will cure,145,145_FF_him,ff,MismatchMismatch,obj,Kristen explains that Samantha will cure,him,4.697676181793213
OneEmbedding,explains,will cure,145,145_MM_his,mm,MatchMatch,poss,Scott explains that Scott will cure,his,2.81062650680542
OneEmbedding,explains,will cure,145,145_MF_his,mf,MatchMismatch,poss,Scott explains that Samantha will cure,his,3.2599599361419678
OneEmbedding,explains,will cure,145,145_FM_his,fm,MismatchMatch,poss,Kristen explains that Scott will cure,his,2.803591251373291
OneEmbedding,explains,will cure,145,145_FF_his,ff,MismatchMismatch,poss,Kristen explains that Samantha will cure,his,5.364311695098877
OneEmbedding,isn't saying,hasn't led,146,146_MM_him,mm,MatchMatch,obj,Brad isn't saying that Jason hasn't led,him,6.44406270980835
OneEmbedding,isn't saying,hasn't led,146,146_MF_him,mf,MatchMismatch,obj,Brad isn't saying that Valerie hasn't led,him,5.615742206573486
OneEmbedding,isn't saying,hasn't led,146,146_FM_him,fm,MismatchMatch,obj,Danielle isn't saying that Jason hasn't led,him,10.249174118041992
OneEmbedding,isn't saying,hasn't led,146,146_FF_him,ff,MismatchMismatch,obj,Danielle isn't saying that Valerie hasn't led,him,9.762417793273926
OneEmbedding,isn't saying,hasn't led,146,146_MM_his,mm,MatchMatch,poss,Brad isn't saying that Jason hasn't led,his,5.4846086502075195
OneEmbedding,isn't saying,hasn't led,146,146_MF_his,mf,MatchMismatch,poss,Brad isn't saying that Valerie hasn't led,his,11.027534484863281
