exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
simple,can't dislike,272,272_F_his,f,Mismatch,poss,Dawn can't dislike,his,6.005769729614258
simple,boasts about,273,273_M_him,m,Match,obj,Patrick boasts about,him,7.708447456359863
simple,boasts about,273,273_M_his,m,Match,poss,Patrick boasts about,his,1.8470360040664673
simple,boasts about,273,273_F_him,f,Mismatch,obj,Carrie boasts about,him,8.26939582824707
simple,boasts about,273,273_F_his,f,Mismatch,poss,Carrie boasts about,his,3.262394666671753
simple,isn't teaching,274,274_M_him,m,Match,obj,Mark isn't teaching,him,5.072875022888184
simple,isn't teaching,274,274_M_his,m,Match,poss,Mark isn't teaching,his,5.008924961090088
simple,isn't teaching,274,274_F_him,f,Mismatch,obj,Florence isn't teaching,him,5.125178337097168
simple,isn't teaching,274,274_F_his,f,Mismatch,poss,Florence isn't teaching,his,5.664285182952881
simple,hasn't fought,275,275_M_him,m,Match,obj,Gary hasn't fought,him,6.917891979217529
simple,hasn't fought,275,275_M_his,m,Match,poss,Gary hasn't fought,his,5.953050136566162
simple,hasn't fought,275,275_F_him,f,Mismatch,obj,The grandmother hasn't fought,him,7.80510139465332
simple,hasn't fought,275,275_F_his,f,Mismatch,poss,The grandmother hasn't fought,his,8.248921394348145
simple,can't aggravate,276,276_M_him,m,Match,obj,The grandson can't aggravate,him,5.350934028625488
simple,can't aggravate,276,276_M_his,m,Match,poss,The grandson can't aggravate,his,2.4829678535461426
simple,can't aggravate,276,276_F_him,f,Mismatch,obj,Paula can't aggravate,him,5.629945755004883
simple,can't aggravate,276,276_F_his,f,Mismatch,poss,Paula can't aggravate,his,3.487278461456299
simple,wasn't describing,277,277_M_him,m,Match,obj,Dan wasn't describing,him,5.213417053222656
simple,wasn't describing,277,277_M_his,m,Match,poss,Dan wasn't describing,his,4.472433567047119
simple,wasn't describing,277,277_F_him,f,Mismatch,obj,Suzanne wasn't describing,him,6.304686546325684
simple,wasn't describing,277,277_F_his,f,Mismatch,poss,Suzanne wasn't describing,his,5.302454948425293
simple,can't impress,278,278_M_him,m,Match,obj,James can't impress,him,5.943950176239014
simple,can't impress,278,278_M_his,m,Match,poss,James can't impress,his,5.290471076965332
simple,can't impress,278,278_F_him,f,Mismatch,obj,Carrie can't impress,him,6.565537929534912
simple,can't impress,278,278_F_his,f,Mismatch,poss,Carrie can't impress,his,5.599572658538818
simple,stunned,279,279_M_him,m,Match,obj,Scott stunned,him,6.313146114349365
simple,stunned,279,279_M_his,m,Match,poss,Scott stunned,his,4.677357196807861
simple,stunned,279,279_F_him,f,Mismatch,obj,Angela stunned,him,4.381208896636963
simple,stunned,279,279_F_his,f,Mismatch,poss,Angela stunned,his,5.929251194000244
simple,disagreed with,280,280_M_him,m,Match,obj,This grandfather disagreed with,him,3.4642558097839355
simple,disagreed with,280,280_M_his,m,Match,poss,This grandfather disagreed with,his,4.293250560760498
simple,disagreed with,280,280_F_him,f,Mismatch,obj,The grandmother disagreed with,him,3.1833322048187256
simple,disagreed with,280,280_F_his,f,Mismatch,poss,The grandmother disagreed with,his,4.926680088043213
simple,had worked with,281,281_M_him,m,Match,obj,George had worked with,him,4.588415145874023
simple,had worked with,281,281_M_his,m,Match,poss,George had worked with,his,6.221573352813721
simple,had worked with,281,281_F_him,f,Mismatch,obj,Carrie had worked with,him,4.763458251953125
simple,had worked with,281,281_F_his,f,Mismatch,poss,Carrie had worked with,his,6.502756118774414
simple,might criticize,282,282_M_him,m,Match,obj,Marcus might criticize,him,4.848145961761475
simple,might criticize,282,282_M_his,m,Match,poss,Marcus might criticize,his,4.7949724197387695
simple,might criticize,282,282_F_him,f,Mismatch,obj,Claire might criticize,him,5.145751953125
simple,might criticize,282,282_F_his,f,Mismatch,poss,Claire might criticize,his,5.3311967849731445
simple,won't lead,283,283_M_him,m,Match,obj,Curtis won't lead,him,5.830724239349365
simple,won't lead,283,283_M_his,m,Match,poss,Curtis won't lead,his,5.984743595123291
simple,won't lead,283,283_F_him,f,Mismatch,obj,Jessica won't lead,him,5.918668746948242
simple,won't lead,283,283_F_his,f,Mismatch,poss,Jessica won't lead,his,7.264987468719482
simple,bores,284,284_M_him,m,Match,obj,Bruce bores,him,9.269302368164062
simple,bores,284,284_M_his,m,Match,poss,Bruce bores,his,7.109772205352783
simple,bores,284,284_F_him,f,Mismatch,obj,The actress bores,him,5.003179550170898
simple,bores,284,284_F_his,f,Mismatch,poss,The actress bores,his,4.448652267456055
simple,hadn't annoyed,285,285_M_him,m,Match,obj,Jerry hadn't annoyed,him,3.0251049995422363
simple,hadn't annoyed,285,285_M_his,m,Match,poss,Jerry hadn't annoyed,his,5.167122840881348
simple,hadn't annoyed,285,285_F_him,f,Mismatch,obj,Heidi hadn't annoyed,him,2.364192485809326
simple,hadn't annoyed,285,285_F_his,f,Mismatch,poss,Heidi hadn't annoyed,his,5.197432041168213
simple,was biting,286,286_M_him,m,Match,obj,Joel was biting,him,4.955368518829346
simple,was biting,286,286_M_his,m,Match,poss,Joel was biting,his,2.4958462715148926
simple,was biting,286,286_F_him,f,Mismatch,obj,Sandra was biting,him,5.202193260192871
simple,was biting,286,286_F_his,f,Mismatch,poss,Sandra was biting,his,4.408849716186523
simple,was appreciating,287,287_M_him,m,Match,obj,Robert was appreciating,him,7.776669979095459
simple,was appreciating,287,287_M_his,m,Match,poss,Robert was appreciating,his,3.348445177078247
simple,was appreciating,287,287_F_him,f,Mismatch,obj,Heather was appreciating,him,6.568807601928711
simple,was appreciating,287,287_F_his,f,Mismatch,poss,Heather was appreciating,his,3.425999641418457
simple,won't discuss,288,288_M_him,m,Match,obj,Brian won't discuss,him,7.8229451179504395
simple,won't discuss,288,288_M_his,m,Match,poss,Brian won't discuss,his,3.186116933822632
simple,won't discuss,288,288_F_him,f,Mismatch,obj,Colleen won't discuss,him,8.97192096710205
simple,won't discuss,288,288_F_his,f,Mismatch,poss,Colleen won't discuss,his,6.232515811920166
simple,is aiding,289,289_M_him,m,Match,obj,Adam is aiding,him,6.875649452209473
simple,is aiding,289,289_M_his,m,Match,poss,Adam is aiding,his,5.4564433097839355
simple,is aiding,289,289_F_him,f,Mismatch,obj,Anna is aiding,him,5.2060136795043945
simple,is aiding,289,289_F_his,f,Mismatch,poss,Anna is aiding,his,5.388826847076416
simple,hates,290,290_M_him,m,Match,obj,Paul hates,him,5.937861442565918
simple,hates,290,290_M_his,m,Match,poss,Paul hates,his,5.110219955444336
simple,hates,290,290_F_him,f,Mismatch,obj,Nicole hates,him,5.669535160064697
simple,hates,290,290_F_his,f,Mismatch,poss,Nicole hates,his,6.341483116149902
simple,shakes,291,291_M_him,m,Match,obj,Charles shakes,him,7.2140703201293945
simple,shakes,291,291_M_his,m,Match,poss,Charles shakes,his,1.64817214012146
simple,shakes,291,291_F_him,f,Mismatch,obj,Julia shakes,him,7.033169746398926
simple,shakes,291,291_F_his,f,Mismatch,poss,Julia shakes,his,1.672715663909912
simple,complained about,292,292_M_him,m,Match,obj,Steven complained about,him,7.368108749389648
simple,complained about,292,292_M_his,m,Match,poss,Steven complained about,his,4.373084545135498
simple,complained about,292,292_F_him,f,Mismatch,obj,Tracy complained about,him,6.963832855224609
simple,complained about,292,292_F_his,f,Mismatch,poss,Tracy complained about,his,4.690040588378906
simple,knows,293,293_M_him,m,Match,obj,George knows,him,8.305852890014648
simple,knows,293,293_M_his,m,Match,poss,George knows,his,4.995199680328369
simple,knows,293,293_F_him,f,Mismatch,obj,That wife knows,him,7.235342979431152
simple,knows,293,293_F_his,f,Mismatch,poss,That wife knows,his,7.1044158935546875
simple,is examining,294,294_M_him,m,Match,obj,Joseph is examining,him,7.502538204193115
simple,is examining,294,294_M_his,m,Match,poss,Joseph is examining,his,3.9748520851135254
simple,is examining,294,294_F_him,f,Mismatch,obj,Carmen is examining,him,7.198563575744629
simple,is examining,294,294_F_his,f,Mismatch,poss,Carmen is examining,his,4.386523246765137
simple,will sound like,295,295_M_him,m,Match,obj,Brian will sound like,him,7.561971187591553
simple,will sound like,295,295_M_his,m,Match,poss,Brian will sound like,his,5.852006912231445
simple,will sound like,295,295_F_him,f,Mismatch,obj,Valerie will sound like,him,10.941288948059082
simple,will sound like,295,295_F_his,f,Mismatch,poss,Valerie will sound like,his,9.066749572753906
simple,astounded,296,296_M_him,m,Match,obj,Chad astounded,him,5.129289627075195
simple,astounded,296,296_M_his,m,Match,poss,Chad astounded,his,5.501047134399414
simple,astounded,296,296_F_him,f,Mismatch,obj,The grandmother astounded,him,5.197569370269775
simple,astounded,296,296_F_his,f,Mismatch,poss,The grandmother astounded,his,8.030710220336914
simple,hadn't sounded like,297,297_M_him,m,Match,obj,This boy hadn't sounded like,him,5.102421760559082
simple,hadn't sounded like,297,297_M_his,m,Match,poss,This boy hadn't sounded like,his,4.818279266357422
simple,hadn't sounded like,297,297_F_him,f,Mismatch,obj,Anne hadn't sounded like,him,7.220797538757324
simple,hadn't sounded like,297,297_F_his,f,Mismatch,poss,Anne hadn't sounded like,his,6.180118083953857
simple,was criticizing,298,298_M_him,m,Match,obj,The ex-boyfriend was criticizing,him,3.5098133087158203
simple,was criticizing,298,298_M_his,m,Match,poss,The ex-boyfriend was criticizing,his,4.093442440032959
simple,was criticizing,298,298_F_him,f,Mismatch,obj,Tracy was criticizing,him,4.926515102386475
simple,was criticizing,298,298_F_his,f,Mismatch,poss,Tracy was criticizing,his,5.198220252990723
simple,harmed,299,299_M_him,m,Match,obj,Curtis harmed,him,5.118648052215576
simple,harmed,299,299_M_his,m,Match,poss,Curtis harmed,his,4.069075584411621
simple,harmed,299,299_F_him,f,Mismatch,obj,Veronica harmed,him,5.579860687255859
simple,harmed,299,299_F_his,f,Mismatch,poss,Veronica harmed,his,5.454536437988281
simple,hasn't approached,300,300_M_him,m,Match,obj,Stephen hasn't approached,him,4.275033950805664
simple,hasn't approached,300,300_M_his,m,Match,poss,Stephen hasn't approached,his,4.427753925323486
simple,hasn't approached,300,300_F_him,f,Mismatch,obj,This dancer hasn't approached,him,3.848834753036499
simple,hasn't approached,300,300_F_his,f,Mismatch,poss,This dancer hasn't approached,his,6.449938774108887
simple,won't boast about,301,301_M_him,m,Match,obj,Andrew won't boast about,him,8.504858016967773
simple,won't boast about,301,301_M_his,m,Match,poss,Andrew won't boast about,his,2.4397213459014893
simple,won't boast about,301,301_F_him,f,Mismatch,obj,Paula won't boast about,him,8.444134712219238
simple,won't boast about,301,301_F_his,f,Mismatch,poss,Paula won't boast about,his,2.7438974380493164
simple,wasn't embarrassing,302,302_M_him,m,Match,obj,Alexander wasn't embarrassing,him,4.414263725280762
simple,wasn't embarrassing,302,302_M_his,m,Match,poss,Alexander wasn't embarrassing,his,4.884225368499756
simple,wasn't embarrassing,302,302_F_him,f,Mismatch,obj,Sarah wasn't embarrassing,him,4.396996974945068
simple,wasn't embarrassing,302,302_F_his,f,Mismatch,poss,Sarah wasn't embarrassing,his,7.022986888885498
simple,bites,303,303_M_him,m,Match,obj,Frank bites,him,7.255475997924805
simple,bites,303,303_M_his,m,Match,poss,Frank bites,his,6.330611228942871
simple,bites,303,303_F_him,f,Mismatch,obj,Cheryl bites,him,8.564826011657715
simple,bites,303,303_F_his,f,Mismatch,poss,Cheryl bites,his,8.098332405090332
simple,can help,304,304_M_him,m,Match,obj,Brett can help,him,8.2020845413208
simple,can help,304,304_M_his,m,Match,poss,Brett can help,his,8.272054672241211
simple,can help,304,304_F_him,f,Mismatch,obj,Deanna can help,him,8.768308639526367
simple,can help,304,304_F_his,f,Mismatch,poss,Deanna can help,his,11.028717041015625
simple,should talk about,305,305_M_him,m,Match,obj,Gregory should talk about,him,7.667896747589111
simple,should talk about,305,305_M_his,m,Match,poss,Gregory should talk about,his,4.822065830230713
simple,should talk about,305,305_F_him,f,Mismatch,obj,Cheryl should talk about,him,7.392162322998047
simple,should talk about,305,305_F_his,f,Mismatch,poss,Cheryl should talk about,his,4.5680251121521
simple,wouldn't reveal,306,306_M_him,m,Match,obj,Benjamin wouldn't reveal,him,10.406611442565918
simple,wouldn't reveal,306,306_M_his,m,Match,poss,Benjamin wouldn't reveal,his,3.6716389656066895
simple,wouldn't reveal,306,306_F_him,f,Mismatch,obj,Amelia wouldn't reveal,him,9.209064483642578
simple,wouldn't reveal,306,306_F_his,f,Mismatch,poss,Amelia wouldn't reveal,his,5.507601737976074
simple,can't shoot,307,307_M_him,m,Match,obj,Thomas can't shoot,him,8.221590995788574
simple,can't shoot,307,307_M_his,m,Match,poss,Thomas can't shoot,his,6.734305381774902
simple,can't shoot,307,307_F_him,f,Mismatch,obj,Diane can't shoot,him,6.579799652099609
simple,can't shoot,307,307_F_his,f,Mismatch,poss,Diane can't shoot,his,7.288896560668945
simple,has questioned,308,308_M_him,m,Match,obj,Timothy has questioned,him,7.176680564880371
simple,has questioned,308,308_M_his,m,Match,poss,Timothy has questioned,his,4.629829406738281
simple,has questioned,308,308_F_him,f,Mismatch,obj,Irene has questioned,him,8.062357902526855
simple,has questioned,308,308_F_his,f,Mismatch,poss,Irene has questioned,his,4.738475799560547
simple,didn't hide,309,309_M_him,m,Match,obj,The ex-boyfriend didn't hide,him,9.393674850463867
simple,didn't hide,309,309_M_his,m,Match,poss,The ex-boyfriend didn't hide,his,1.663745641708374
simple,didn't hide,309,309_F_him,f,Mismatch,obj,Eva didn't hide,him,9.066184043884277
simple,didn't hide,309,309_F_his,f,Mismatch,poss,Eva didn't hide,his,2.1194722652435303
simple,wasn't scanning,310,310_M_him,m,Match,obj,Martin wasn't scanning,him,6.765347003936768
simple,wasn't scanning,310,310_M_his,m,Match,poss,Martin wasn't scanning,his,4.069858551025391
simple,wasn't scanning,310,310_F_him,f,Mismatch,obj,That wife wasn't scanning,him,5.760837554931641
simple,wasn't scanning,310,310_F_his,f,Mismatch,poss,That wife wasn't scanning,his,4.992820739746094
simple,isn't understanding,311,311_M_him,m,Match,obj,Patrick isn't understanding,him,9.226652145385742
simple,isn't understanding,311,311_M_his,m,Match,poss,Patrick isn't understanding,his,5.744138240814209
simple,isn't understanding,311,311_F_him,f,Mismatch,obj,Maria isn't understanding,him,8.540581703186035
simple,isn't understanding,311,311_F_his,f,Mismatch,poss,Maria isn't understanding,his,6.991307258605957
simple,has lost,312,312_M_him,m,Match,obj,James has lost,him,8.926899909973145
simple,has lost,312,312_M_his,m,Match,poss,James has lost,his,2.0573344230651855
simple,has lost,312,312_F_him,f,Mismatch,obj,Ann has lost,him,9.14632511138916
simple,has lost,312,312_F_his,f,Mismatch,poss,Ann has lost,his,2.455049753189087
simple,upset,313,313_M_him,m,Match,obj,Joseph upset,him,6.238076210021973
simple,upset,313,313_M_his,m,Match,poss,Joseph upset,his,5.331779956817627
simple,upset,313,313_F_him,f,Mismatch,obj,Cheryl upset,him,6.275727272033691
simple,upset,313,313_F_his,f,Mismatch,poss,Cheryl upset,his,4.911852836608887
simple,had confused,314,314_M_him,m,Match,obj,Roger had confused,him,4.821866035461426
simple,had confused,314,314_M_his,m,Match,poss,Roger had confused,his,4.246524810791016
simple,had confused,314,314_F_him,f,Mismatch,obj,Jodi had confused,him,4.114266395568848
simple,had confused,314,314_F_his,f,Mismatch,poss,Jodi had confused,his,4.44270133972168
simple,draws,315,315_M_him,m,Match,obj,William draws,him,8.845427513122559
simple,draws,315,315_M_his,m,Match,poss,William draws,his,3.935265302658081
simple,draws,315,315_F_him,f,Mismatch,obj,Lori draws,him,8.507206916809082
simple,draws,315,315_F_his,f,Mismatch,poss,Lori draws,his,4.184207439422607
simple,might heal,316,316_M_him,m,Match,obj,Lawrence might heal,him,5.148988723754883
simple,might heal,316,316_M_his,m,Match,poss,Lawrence might heal,his,4.805992126464844
simple,might heal,316,316_F_him,f,Mismatch,obj,The girlfriend might heal,him,5.445904731750488
simple,might heal,316,316_F_his,f,Mismatch,poss,The girlfriend might heal,his,6.829206943511963
simple,was curing,317,317_M_him,m,Match,obj,Joseph was curing,him,5.1120100021362305
simple,was curing,317,317_M_his,m,Match,poss,Joseph was curing,his,3.221841335296631
simple,was curing,317,317_F_him,f,Mismatch,obj,Susan was curing,him,5.217042922973633
simple,was curing,317,317_F_his,f,Mismatch,poss,Susan was curing,his,3.2298481464385986
simple,might leave,318,318_M_him,m,Match,obj,Donald might leave,him,6.62142276763916
simple,might leave,318,318_M_his,m,Match,poss,Donald might leave,his,4.9027628898620605
simple,might leave,318,318_F_him,f,Mismatch,obj,Jennifer might leave,him,5.836536407470703
simple,might leave,318,318_F_his,f,Mismatch,poss,Jennifer might leave,his,6.177838325500488
simple,references,319,319_M_him,m,Match,obj,Noah references,him,8.418645858764648
simple,references,319,319_M_his,m,Match,poss,Noah references,his,6.697201728820801
simple,references,319,319_F_him,f,Mismatch,obj,Cynthia references,him,8.084953308105469
