exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
OneEmbedding,concludes,hadn't revealed,236,236_FM_him,fm,MismatchMatch,obj,Kendra concludes that Gregory hadn't revealed,him,8.718473434448242
OneEmbedding,concludes,hadn't revealed,236,236_FF_him,ff,MismatchMismatch,obj,Kendra concludes that Janet hadn't revealed,him,9.479138374328613
OneEmbedding,concludes,hadn't revealed,236,236_MM_his,mm,MatchMatch,poss,Brian concludes that Gregory hadn't revealed,his,2.8246681690216064
OneEmbedding,concludes,hadn't revealed,236,236_MF_his,mf,MatchMismatch,poss,Brian concludes that Janet hadn't revealed,his,6.798785209655762
OneEmbedding,concludes,hadn't revealed,236,236_FM_his,fm,MismatchMatch,poss,Kendra concludes that Gregory hadn't revealed,his,2.6632747650146484
OneEmbedding,concludes,hadn't revealed,236,236_FF_his,ff,MismatchMismatch,poss,Kendra concludes that Janet hadn't revealed,his,7.0355753898620605
OneEmbedding,argued,shoots,237,237_MM_him,mm,MatchMatch,obj,Kevin argued that the ex-boyfriend shoots,him,3.371288537979126
OneEmbedding,argued,shoots,237,237_MF_him,mf,MatchMismatch,obj,Kevin argued that Nicole shoots,him,3.7736899852752686
OneEmbedding,argued,shoots,237,237_FM_him,fm,MismatchMatch,obj,Anne argued that the ex-boyfriend shoots,him,4.443381309509277
OneEmbedding,argued,shoots,237,237_FF_him,ff,MismatchMismatch,obj,Anne argued that Nicole shoots,him,4.52668571472168
OneEmbedding,argued,shoots,237,237_MM_his,mm,MatchMatch,poss,Kevin argued that the ex-boyfriend shoots,his,3.599604368209839
OneEmbedding,argued,shoots,237,237_MF_his,mf,MatchMismatch,poss,Kevin argued that Nicole shoots,his,6.5559234619140625
OneEmbedding,argued,shoots,237,237_FM_his,fm,MismatchMatch,poss,Anne argued that the ex-boyfriend shoots,his,3.576016664505005
OneEmbedding,argued,shoots,237,237_FF_his,ff,MismatchMismatch,poss,Anne argued that Nicole shoots,his,7.202889919281006
OneEmbedding,shouldn't confess,might hurt,238,238_MM_him,mm,MatchMatch,obj,Donald shouldn't confess that Wayne might hurt,him,1.734336495399475
OneEmbedding,shouldn't confess,might hurt,238,238_MF_him,mf,MatchMismatch,obj,Donald shouldn't confess that Nicole might hurt,him,1.1075273752212524
OneEmbedding,shouldn't confess,might hurt,238,238_FM_him,fm,MismatchMatch,obj,Cynthia shouldn't confess that Wayne might hurt,him,4.288054943084717
OneEmbedding,shouldn't confess,might hurt,238,238_FF_him,ff,MismatchMismatch,obj,Cynthia shouldn't confess that Nicole might hurt,him,2.688119411468506
OneEmbedding,shouldn't confess,might hurt,238,238_MM_his,mm,MatchMatch,poss,Donald shouldn't confess that Wayne might hurt,his,2.3345422744750977
OneEmbedding,shouldn't confess,might hurt,238,238_MF_his,mf,MatchMismatch,poss,Donald shouldn't confess that Nicole might hurt,his,2.9091129302978516
OneEmbedding,shouldn't confess,might hurt,238,238_FM_his,fm,MismatchMatch,poss,Cynthia shouldn't confess that Wayne might hurt,his,5.290628433227539
OneEmbedding,shouldn't confess,might hurt,238,238_FF_his,ff,MismatchMismatch,poss,Cynthia shouldn't confess that Nicole might hurt,his,6.324498176574707
OneEmbedding,remembered,couldn't choose,239,239_MM_him,mm,MatchMatch,obj,The brother remembered that Steve couldn't choose,him,9.101642608642578
OneEmbedding,remembered,couldn't choose,239,239_MF_him,mf,MatchMismatch,obj,The brother remembered that Stacey couldn't choose,him,8.399579048156738
OneEmbedding,remembered,couldn't choose,239,239_FM_him,fm,MismatchMatch,obj,Ruth remembered that Steve couldn't choose,him,8.59900951385498
OneEmbedding,remembered,couldn't choose,239,239_FF_him,ff,MismatchMismatch,obj,Ruth remembered that Stacey couldn't choose,him,8.13603687286377
OneEmbedding,remembered,couldn't choose,239,239_MM_his,mm,MatchMatch,poss,The brother remembered that Steve couldn't choose,his,2.8379738330841064
OneEmbedding,remembered,couldn't choose,239,239_MF_his,mf,MatchMismatch,poss,The brother remembered that Stacey couldn't choose,his,5.317110538482666
OneEmbedding,remembered,couldn't choose,239,239_FM_his,fm,MismatchMatch,poss,Ruth remembered that Steve couldn't choose,his,3.005682945251465
OneEmbedding,remembered,couldn't choose,239,239_FF_his,ff,MismatchMismatch,poss,Ruth remembered that Stacey couldn't choose,his,6.496373653411865
OneEmbedding,should think,had observed,240,240_MM_him,mm,MatchMatch,obj,This boy should think that the grandson had observed,him,2.5457231998443604
OneEmbedding,should think,had observed,240,240_MF_him,mf,MatchMismatch,obj,This boy should think that Mary had observed,him,2.1734607219696045
OneEmbedding,should think,had observed,240,240_FM_him,fm,MismatchMatch,obj,Mary should think that the grandson had observed,him,4.3608503341674805
OneEmbedding,should think,had observed,240,240_FF_him,ff,MismatchMismatch,obj,Mary should think that Mary had observed,him,4.253475666046143
OneEmbedding,should think,had observed,240,240_MM_his,mm,MatchMatch,poss,This boy should think that the grandson had observed,his,3.4470553398132324
OneEmbedding,should think,had observed,240,240_MF_his,mf,MatchMismatch,poss,This boy should think that Mary had observed,his,3.400200605392456
OneEmbedding,should think,had observed,240,240_FM_his,fm,MismatchMatch,poss,Mary should think that the grandson had observed,his,3.994309663772583
OneEmbedding,should think,had observed,240,240_FF_his,ff,MismatchMismatch,poss,Mary should think that Mary had observed,his,5.792602062225342
OneEmbedding,finds out,had bored,241,241_MM_him,mm,MatchMatch,obj,The grandfather finds out that this ex-husband had bored,him,1.1953632831573486
OneEmbedding,finds out,had bored,241,241_MF_him,mf,MatchMismatch,obj,The grandfather finds out that Samantha had bored,him,0.7413661479949951
OneEmbedding,finds out,had bored,241,241_FM_him,fm,MismatchMatch,obj,Jessica finds out that this ex-husband had bored,him,5.989605903625488
OneEmbedding,finds out,had bored,241,241_FF_him,ff,MismatchMismatch,obj,Jessica finds out that Samantha had bored,him,4.185415744781494
OneEmbedding,finds out,had bored,241,241_MM_his,mm,MatchMatch,poss,The grandfather finds out that this ex-husband had bored,his,2.721837282180786
OneEmbedding,finds out,had bored,241,241_MF_his,mf,MatchMismatch,poss,The grandfather finds out that Samantha had bored,his,4.566700458526611
OneEmbedding,finds out,had bored,241,241_FM_his,fm,MismatchMatch,poss,Jessica finds out that this ex-husband had bored,his,5.177374839782715
OneEmbedding,finds out,had bored,241,241_FF_his,ff,MismatchMismatch,poss,Jessica finds out that Samantha had bored,his,9.414684295654297
OneEmbedding,hasn't thought,isn't complaining about,242,242_MM_him,mm,MatchMatch,obj,Dan hasn't thought that this ex-boyfriend isn't complaining about,him,3.5657551288604736
OneEmbedding,hasn't thought,isn't complaining about,242,242_MF_him,mf,MatchMismatch,obj,Dan hasn't thought that Bethany isn't complaining about,him,3.409255266189575
OneEmbedding,hasn't thought,isn't complaining about,242,242_FM_him,fm,MismatchMatch,obj,Victoria hasn't thought that this ex-boyfriend isn't complaining about,him,4.792104244232178
OneEmbedding,hasn't thought,isn't complaining about,242,242_FF_him,ff,MismatchMismatch,obj,Victoria hasn't thought that Bethany isn't complaining about,him,4.71504020690918
OneEmbedding,hasn't thought,isn't complaining about,242,242_MM_his,mm,MatchMatch,poss,Dan hasn't thought that this ex-boyfriend isn't complaining about,his,2.7405025959014893
OneEmbedding,hasn't thought,isn't complaining about,242,242_MF_his,mf,MatchMismatch,poss,Dan hasn't thought that Bethany isn't complaining about,his,5.304762840270996
OneEmbedding,hasn't thought,isn't complaining about,242,242_FM_his,fm,MismatchMatch,poss,Victoria hasn't thought that this ex-boyfriend isn't complaining about,his,2.865149974822998
OneEmbedding,hasn't thought,isn't complaining about,242,242_FF_his,ff,MismatchMismatch,poss,Victoria hasn't thought that Bethany isn't complaining about,his,6.585122108459473
OneEmbedding,speculated,could underwhelm,243,243_MM_him,mm,MatchMatch,obj,Kenneth speculated that David could underwhelm,him,6.062448978424072
OneEmbedding,speculated,could underwhelm,243,243_MF_him,mf,MatchMismatch,obj,Kenneth speculated that Natalie could underwhelm,him,4.854513168334961
OneEmbedding,speculated,could underwhelm,243,243_FM_him,fm,MismatchMatch,obj,Claire speculated that David could underwhelm,him,6.177062034606934
OneEmbedding,speculated,could underwhelm,243,243_FF_him,ff,MismatchMismatch,obj,Claire speculated that Natalie could underwhelm,him,5.003251075744629
OneEmbedding,speculated,could underwhelm,243,243_MM_his,mm,MatchMatch,poss,Kenneth speculated that David could underwhelm,his,4.914783000946045
OneEmbedding,speculated,could underwhelm,243,243_MF_his,mf,MatchMismatch,poss,Kenneth speculated that Natalie could underwhelm,his,6.460759162902832
OneEmbedding,speculated,could underwhelm,243,243_FM_his,fm,MismatchMatch,poss,Claire speculated that David could underwhelm,his,4.936112403869629
OneEmbedding,speculated,could underwhelm,243,243_FF_his,ff,MismatchMismatch,poss,Claire speculated that Natalie could underwhelm,his,7.045007228851318
OneEmbedding,has written,strikes,244,244_MM_him,mm,MatchMatch,obj,Travis has written that Carlos strikes,him,2.751171350479126
OneEmbedding,has written,strikes,244,244_MF_him,mf,MatchMismatch,obj,Travis has written that Ann strikes,him,2.033181667327881
OneEmbedding,has written,strikes,244,244_FM_him,fm,MismatchMatch,obj,Irene has written that Carlos strikes,him,3.2814245223999023
OneEmbedding,has written,strikes,244,244_FF_him,ff,MismatchMismatch,obj,Irene has written that Ann strikes,him,2.7947487831115723
OneEmbedding,has written,strikes,244,244_MM_his,mm,MatchMatch,poss,Travis has written that Carlos strikes,his,6.975967884063721
OneEmbedding,has written,strikes,244,244_MF_his,mf,MatchMismatch,poss,Travis has written that Ann strikes,his,6.2368669509887695
OneEmbedding,has written,strikes,244,244_FM_his,fm,MismatchMatch,poss,Irene has written that Carlos strikes,his,5.866590976715088
OneEmbedding,has written,strikes,244,244_FF_his,ff,MismatchMismatch,poss,Irene has written that Ann strikes,his,6.454418659210205
OneEmbedding,is shouting,was shooting,245,245_MM_him,mm,MatchMatch,obj,Travis is shouting that Vincent was shooting,him,4.153964519500732
OneEmbedding,is shouting,was shooting,245,245_MF_him,mf,MatchMismatch,obj,Travis is shouting that Susan was shooting,him,3.3021934032440186
OneEmbedding,is shouting,was shooting,245,245_FM_him,fm,MismatchMatch,obj,Tara is shouting that Vincent was shooting,him,4.494212627410889
OneEmbedding,is shouting,was shooting,245,245_FF_him,ff,MismatchMismatch,obj,Tara is shouting that Susan was shooting,him,3.591015577316284
OneEmbedding,is shouting,was shooting,245,245_MM_his,mm,MatchMatch,poss,Travis is shouting that Vincent was shooting,his,4.991555690765381
OneEmbedding,is shouting,was shooting,245,245_MF_his,mf,MatchMismatch,poss,Travis is shouting that Susan was shooting,his,6.813138008117676
OneEmbedding,is shouting,was shooting,245,245_FM_his,fm,MismatchMatch,poss,Tara is shouting that Vincent was shooting,his,5.622396469116211
OneEmbedding,is shouting,was shooting,245,245_FF_his,ff,MismatchMismatch,poss,Tara is shouting that Susan was shooting,his,7.824067115783691
OneEmbedding,has said,visited,246,246_MM_him,mm,MatchMatch,obj,Marcus has said that Frank visited,him,1.6032832860946655
OneEmbedding,has said,visited,246,246_MF_him,mf,MatchMismatch,obj,Marcus has said that Emily visited,him,1.7828123569488525
OneEmbedding,has said,visited,246,246_FM_him,fm,MismatchMatch,obj,Denise has said that Frank visited,him,3.6928727626800537
OneEmbedding,has said,visited,246,246_FF_him,ff,MismatchMismatch,obj,Denise has said that Emily visited,him,3.772754192352295
OneEmbedding,has said,visited,246,246_MM_his,mm,MatchMatch,poss,Marcus has said that Frank visited,his,3.795822858810425
OneEmbedding,has said,visited,246,246_MF_his,mf,MatchMismatch,poss,Marcus has said that Emily visited,his,3.969320058822632
OneEmbedding,has said,visited,246,246_FM_his,fm,MismatchMatch,poss,Denise has said that Frank visited,his,4.710074424743652
OneEmbedding,has said,visited,246,246_FF_his,ff,MismatchMismatch,poss,Denise has said that Emily visited,his,6.08943510055542
OneEmbedding,demonstrates,is examining,247,247_MM_him,mm,MatchMatch,obj,Brett demonstrates that Roger is examining,him,5.507374286651611
OneEmbedding,demonstrates,is examining,247,247_MF_him,mf,MatchMismatch,obj,Brett demonstrates that Jodi is examining,him,5.649190902709961
OneEmbedding,demonstrates,is examining,247,247_FM_him,fm,MismatchMatch,obj,Amelia demonstrates that Roger is examining,him,5.8520989418029785
OneEmbedding,demonstrates,is examining,247,247_FF_him,ff,MismatchMismatch,obj,Amelia demonstrates that Jodi is examining,him,7.478287220001221
OneEmbedding,demonstrates,is examining,247,247_MM_his,mm,MatchMatch,poss,Brett demonstrates that Roger is examining,his,3.1869568824768066
OneEmbedding,demonstrates,is examining,247,247_MF_his,mf,MatchMismatch,poss,Brett demonstrates that Jodi is examining,his,5.023174285888672
OneEmbedding,demonstrates,is examining,247,247_FM_his,fm,MismatchMatch,poss,Amelia demonstrates that Roger is examining,his,3.8554165363311768
OneEmbedding,demonstrates,is examining,247,247_FF_his,ff,MismatchMismatch,poss,Amelia demonstrates that Jodi is examining,his,6.626739025115967
OneEmbedding,can shout,can like,248,248_MM_him,mm,MatchMatch,obj,Travis can shout that Rodney can like,him,4.671871662139893
OneEmbedding,can shout,can like,248,248_MF_him,mf,MatchMismatch,obj,Travis can shout that Grace can like,him,4.150773525238037
OneEmbedding,can shout,can like,248,248_FM_him,fm,MismatchMatch,obj,The girl can shout that Rodney can like,him,5.74432373046875
OneEmbedding,can shout,can like,248,248_FF_him,ff,MismatchMismatch,obj,The girl can shout that Grace can like,him,4.614731788635254
OneEmbedding,can shout,can like,248,248_MM_his,mm,MatchMatch,poss,Travis can shout that Rodney can like,his,5.956210613250732
OneEmbedding,can shout,can like,248,248_MF_his,mf,MatchMismatch,poss,Travis can shout that Grace can like,his,6.996153831481934
OneEmbedding,can shout,can like,248,248_FM_his,fm,MismatchMatch,poss,The girl can shout that Rodney can like,his,6.540066719055176
OneEmbedding,can shout,can like,248,248_FF_his,ff,MismatchMismatch,poss,The girl can shout that Grace can like,his,9.072907447814941
OneEmbedding,couldn't learn,questioned,249,249_MM_him,mm,MatchMatch,obj,Craig couldn't learn that the brother questioned,him,1.7893956899642944
OneEmbedding,couldn't learn,questioned,249,249_MF_him,mf,MatchMismatch,obj,Craig couldn't learn that April questioned,him,2.7248191833496094
OneEmbedding,couldn't learn,questioned,249,249_FM_him,fm,MismatchMatch,obj,That wife couldn't learn that the brother questioned,him,5.1716508865356445
OneEmbedding,couldn't learn,questioned,249,249_FF_him,ff,MismatchMismatch,obj,That wife couldn't learn that April questioned,him,4.509220123291016
OneEmbedding,couldn't learn,questioned,249,249_MM_his,mm,MatchMatch,poss,Craig couldn't learn that the brother questioned,his,2.7556023597717285
OneEmbedding,couldn't learn,questioned,249,249_MF_his,mf,MatchMismatch,poss,Craig couldn't learn that April questioned,his,3.1252498626708984
OneEmbedding,couldn't learn,questioned,249,249_FM_his,fm,MismatchMatch,poss,That wife couldn't learn that the brother questioned,his,3.6319851875305176
OneEmbedding,couldn't learn,questioned,249,249_FF_his,ff,MismatchMismatch,poss,That wife couldn't learn that April questioned,his,6.349781036376953
OneEmbedding,hadn't loved,distracted,250,250_MM_him,mm,MatchMatch,obj,Richard hadn't loved that Bradley distracted,him,0.7678093314170837
OneEmbedding,hadn't loved,distracted,250,250_MF_him,mf,MatchMismatch,obj,Richard hadn't loved that Anne distracted,him,0.4491817355155945
OneEmbedding,hadn't loved,distracted,250,250_FM_him,fm,MismatchMatch,obj,Diana hadn't loved that Bradley distracted,him,3.7473161220550537
OneEmbedding,hadn't loved,distracted,250,250_FF_him,ff,MismatchMismatch,obj,Diana hadn't loved that Anne distracted,him,2.358396053314209
OneEmbedding,hadn't loved,distracted,250,250_MM_his,mm,MatchMatch,poss,Richard hadn't loved that Bradley distracted,his,4.909646987915039
OneEmbedding,hadn't loved,distracted,250,250_MF_his,mf,MatchMismatch,poss,Richard hadn't loved that Anne distracted,his,5.345921516418457
OneEmbedding,hadn't loved,distracted,250,250_FM_his,fm,MismatchMatch,poss,Diana hadn't loved that Bradley distracted,his,6.479259014129639
OneEmbedding,hadn't loved,distracted,250,250_FF_his,ff,MismatchMismatch,poss,Diana hadn't loved that Anne distracted,his,8.121146202087402
