exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
simple,had insulted,332,332_F_his,f,Mismatch,poss,Meredith had insulted,his,4.495175838470459
simple,might lose,333,333_M_him,m,Match,obj,Joseph might lose,him,7.686024188995361
simple,might lose,333,333_M_his,m,Match,poss,Joseph might lose,his,1.5368599891662598
simple,might lose,333,333_F_him,f,Mismatch,obj,Sheila might lose,him,7.584441661834717
simple,might lose,333,333_F_his,f,Mismatch,poss,Sheila might lose,his,5.5431694984436035
simple,remembered,334,334_M_him,m,Match,obj,That man remembered,him,5.756282329559326
simple,remembered,334,334_M_his,m,Match,poss,That man remembered,his,3.7105965614318848
simple,remembered,334,334_F_him,f,Mismatch,obj,Deanna remembered,him,5.543549060821533
simple,remembered,334,334_F_his,f,Mismatch,poss,Deanna remembered,his,6.50310754776001
simple,did annoy,335,335_M_him,m,Match,obj,Ronald did annoy,him,5.244511127471924
simple,did annoy,335,335_M_his,m,Match,poss,Ronald did annoy,his,5.4503397941589355
simple,did annoy,335,335_F_him,f,Mismatch,obj,The girl did annoy,him,3.182790994644165
simple,did annoy,335,335_F_his,f,Mismatch,poss,The girl did annoy,his,9.592289924621582
simple,isn't revealing,336,336_M_him,m,Match,obj,That nephew isn't revealing,him,8.896016120910645
simple,isn't revealing,336,336_M_his,m,Match,poss,That nephew isn't revealing,his,2.5447542667388916
simple,isn't revealing,336,336_F_him,f,Mismatch,obj,That lady isn't revealing,him,9.10689926147461
simple,isn't revealing,336,336_F_his,f,Mismatch,poss,That lady isn't revealing,his,7.440455913543701
simple,met,337,337_M_him,m,Match,obj,Patrick met,him,6.532798767089844
simple,met,337,337_M_his,m,Match,poss,Patrick met,his,5.2526092529296875
simple,met,337,337_F_him,f,Mismatch,obj,Teresa met,him,5.177114009857178
simple,met,337,337_F_his,f,Mismatch,poss,Teresa met,his,5.97631311416626
simple,might alarm,338,338_M_him,m,Match,obj,Carl might alarm,him,6.010432243347168
simple,might alarm,338,338_M_his,m,Match,poss,Carl might alarm,his,4.8532891273498535
simple,might alarm,338,338_F_him,f,Mismatch,obj,Helen might alarm,him,6.145153522491455
simple,might alarm,338,338_F_his,f,Mismatch,poss,Helen might alarm,his,6.839203834533691
simple,didn't catch,339,339_M_him,m,Match,obj,William didn't catch,him,5.764855861663818
simple,didn't catch,339,339_M_his,m,Match,poss,William didn't catch,his,4.844404220581055
simple,didn't catch,339,339_F_him,f,Mismatch,obj,Emily didn't catch,him,5.094211578369141
simple,didn't catch,339,339_F_his,f,Mismatch,poss,Emily didn't catch,his,5.274503707885742
simple,revealed,340,340_M_him,m,Match,obj,Travis revealed,him,9.703086853027344
simple,revealed,340,340_M_his,m,Match,poss,Travis revealed,his,4.670912742614746
simple,revealed,340,340_F_him,f,Mismatch,obj,Dawn revealed,him,5.567660808563232
simple,revealed,340,340_F_his,f,Mismatch,poss,Dawn revealed,his,6.018734931945801
simple,wasn't discussing,341,341_M_him,m,Match,obj,This grandfather wasn't discussing,him,9.22381591796875
simple,wasn't discussing,341,341_M_his,m,Match,poss,This grandfather wasn't discussing,his,4.853387832641602
simple,wasn't discussing,341,341_F_him,f,Mismatch,obj,Sabrina wasn't discussing,him,7.994884490966797
simple,wasn't discussing,341,341_F_his,f,Mismatch,poss,Sabrina wasn't discussing,his,6.711073875427246
simple,bothered,342,342_M_him,m,Match,obj,Derek bothered,him,6.7376298904418945
simple,bothered,342,342_M_his,m,Match,poss,Derek bothered,his,7.2777276039123535
simple,bothered,342,342_F_him,f,Mismatch,obj,Kristen bothered,him,5.009066104888916
simple,bothered,342,342_F_his,f,Mismatch,poss,Kristen bothered,his,6.813260555267334
simple,wasn't discussing,343,343_M_him,m,Match,obj,Rodney wasn't discussing,him,8.366044044494629
simple,wasn't discussing,343,343_M_his,m,Match,poss,Rodney wasn't discussing,his,4.557394981384277
simple,wasn't discussing,343,343_F_him,f,Mismatch,obj,Eva wasn't discussing,him,8.362266540527344
simple,wasn't discussing,343,343_F_his,f,Mismatch,poss,Eva wasn't discussing,his,5.192931652069092
simple,had held,344,344_M_him,m,Match,obj,Mark had held,him,6.002237796783447
simple,had held,344,344_M_his,m,Match,poss,Mark had held,his,4.727210521697998
simple,had held,344,344_F_him,f,Mismatch,obj,Christine had held,him,5.181011199951172
simple,had held,344,344_F_his,f,Mismatch,poss,Christine had held,his,5.945274353027344
simple,bothers,345,345_M_him,m,Match,obj,This ex-husband bothers,him,6.682872295379639
simple,bothers,345,345_M_his,m,Match,poss,This ex-husband bothers,his,5.786823272705078
simple,bothers,345,345_F_him,f,Mismatch,obj,Vanessa bothers,him,3.854921579360962
simple,bothers,345,345_F_his,f,Mismatch,poss,Vanessa bothers,his,8.542414665222168
simple,confused,346,346_M_him,m,Match,obj,This guy confused,him,6.010047912597656
simple,confused,346,346_M_his,m,Match,poss,This guy confused,his,5.58004093170166
simple,confused,346,346_F_him,f,Mismatch,obj,Connie confused,him,4.634941101074219
simple,confused,346,346_F_his,f,Mismatch,poss,Connie confused,his,6.664688587188721
simple,doesn't alarm,347,347_M_him,m,Match,obj,Derek doesn't alarm,him,7.069491863250732
simple,doesn't alarm,347,347_M_his,m,Match,poss,Derek doesn't alarm,his,6.225285530090332
simple,doesn't alarm,347,347_F_him,f,Mismatch,obj,Emily doesn't alarm,him,5.636425018310547
simple,doesn't alarm,347,347_F_his,f,Mismatch,poss,Emily doesn't alarm,his,7.781436920166016
simple,hears,348,348_M_him,m,Match,obj,Dennis hears,him,6.36269474029541
simple,hears,348,348_M_his,m,Match,poss,Dennis hears,his,4.995187759399414
simple,hears,348,348_F_him,f,Mismatch,obj,Elaine hears,him,5.15377950668335
simple,hears,348,348_F_his,f,Mismatch,poss,Elaine hears,his,6.225916385650635
simple,approaches,349,349_M_him,m,Match,obj,Rodney approaches,him,5.59700345993042
simple,approaches,349,349_M_his,m,Match,poss,Rodney approaches,his,4.893123626708984
simple,approaches,349,349_F_him,f,Mismatch,obj,Margaret approaches,him,4.350433349609375
simple,approaches,349,349_F_his,f,Mismatch,poss,Margaret approaches,his,7.234766483306885
simple,had forgotten,350,350_M_him,m,Match,obj,Peter had forgotten,him,7.395475387573242
simple,had forgotten,350,350_M_his,m,Match,poss,Peter had forgotten,his,3.6068270206451416
simple,had forgotten,350,350_F_him,f,Mismatch,obj,Sally had forgotten,him,6.696713924407959
simple,had forgotten,350,350_F_his,f,Mismatch,poss,Sally had forgotten,his,5.5590314865112305
simple,wasn't appreciating,351,351_M_him,m,Match,obj,James wasn't appreciating,him,6.747971534729004
simple,wasn't appreciating,351,351_M_his,m,Match,poss,James wasn't appreciating,his,4.311497688293457
simple,wasn't appreciating,351,351_F_him,f,Mismatch,obj,Cindy wasn't appreciating,him,6.2206220626831055
simple,wasn't appreciating,351,351_F_his,f,Mismatch,poss,Cindy wasn't appreciating,his,5.397438049316406
simple,hadn't worked with,352,352_M_him,m,Match,obj,Andrew hadn't worked with,him,3.85044527053833
simple,hadn't worked with,352,352_M_his,m,Match,poss,Andrew hadn't worked with,his,5.64741849899292
simple,hadn't worked with,352,352_F_him,f,Mismatch,obj,Sabrina hadn't worked with,him,3.3191537857055664
simple,hadn't worked with,352,352_F_his,f,Mismatch,poss,Sabrina hadn't worked with,his,7.479625701904297
simple,finds,353,353_M_him,m,Match,obj,Craig finds,him,6.818896770477295
simple,finds,353,353_M_his,m,Match,poss,Craig finds,his,4.561856269836426
simple,finds,353,353_F_him,f,Mismatch,obj,That actress finds,him,5.490537643432617
simple,finds,353,353_F_his,f,Mismatch,poss,That actress finds,his,8.028660774230957
simple,hasn't annoyed,354,354_M_him,m,Match,obj,Stephen hasn't annoyed,him,4.580941677093506
simple,hasn't annoyed,354,354_M_his,m,Match,poss,Stephen hasn't annoyed,his,5.825645446777344
simple,hasn't annoyed,354,354_F_him,f,Mismatch,obj,Tanya hasn't annoyed,him,4.499200344085693
simple,hasn't annoyed,354,354_F_his,f,Mismatch,poss,Tanya hasn't annoyed,his,8.001152038574219
simple,forgot,355,355_M_him,m,Match,obj,Craig forgot,him,8.21259593963623
simple,forgot,355,355_M_his,m,Match,poss,Craig forgot,his,3.5428240299224854
simple,forgot,355,355_F_him,f,Mismatch,obj,Carol forgot,him,7.870495796203613
simple,forgot,355,355_F_his,f,Mismatch,poss,Carol forgot,his,5.474053382873535
simple,has fled from,356,356_M_him,m,Match,obj,Patrick has fled from,him,7.423126697540283
simple,has fled from,356,356_M_his,m,Match,poss,Patrick has fled from,his,3.7975454330444336
simple,has fled from,356,356_F_him,f,Mismatch,obj,Tracy has fled from,him,6.006732940673828
simple,has fled from,356,356_F_his,f,Mismatch,poss,Tracy has fled from,his,4.8276848793029785
simple,didn't bite,357,357_M_him,m,Match,obj,Aaron didn't bite,him,7.207891941070557
simple,didn't bite,357,357_M_his,m,Match,poss,Aaron didn't bite,his,4.459889888763428
simple,didn't bite,357,357_F_him,f,Mismatch,obj,Elizabeth didn't bite,him,7.558146953582764
simple,didn't bite,357,357_F_his,f,Mismatch,poss,Elizabeth didn't bite,his,8.124627113342285
simple,hugged,358,358_M_him,m,Match,obj,Peter hugged,him,2.614347219467163
simple,hugged,358,358_M_his,m,Match,poss,Peter hugged,his,3.5093834400177
simple,hugged,358,358_F_him,f,Mismatch,obj,Sally hugged,him,2.632082462310791
simple,hugged,358,358_F_his,f,Mismatch,poss,Sally hugged,his,5.529954433441162
simple,praised,359,359_M_him,m,Match,obj,Stephen praised,him,4.730512619018555
simple,praised,359,359_M_his,m,Match,poss,Stephen praised,his,4.477705955505371
simple,praised,359,359_F_him,f,Mismatch,obj,The granddaughter praised,him,3.091979742050171
simple,praised,359,359_F_his,f,Mismatch,poss,The granddaughter praised,his,5.040920257568359
simple,hadn't hired,360,360_M_him,m,Match,obj,Carl hadn't hired,him,3.4659910202026367
simple,hadn't hired,360,360_M_his,m,Match,poss,Carl hadn't hired,his,5.5645976066589355
simple,hadn't hired,360,360_F_him,f,Mismatch,obj,This mother hadn't hired,him,5.199882507324219
simple,hadn't hired,360,360_F_his,f,Mismatch,poss,This mother hadn't hired,his,10.145387649536133
simple,underwhelms,361,361_M_him,m,Match,obj,That grandson underwhelms,him,5.796896457672119
simple,underwhelms,361,361_M_his,m,Match,poss,That grandson underwhelms,his,5.663779258728027
simple,underwhelms,361,361_F_him,f,Mismatch,obj,Judy underwhelms,him,6.656158447265625
simple,underwhelms,361,361_F_his,f,Mismatch,poss,Judy underwhelms,his,8.076035499572754
simple,isn't disturbing,362,362_M_him,m,Match,obj,Todd isn't disturbing,him,6.206544399261475
simple,isn't disturbing,362,362_M_his,m,Match,poss,Todd isn't disturbing,his,6.730142116546631
simple,isn't disturbing,362,362_F_him,f,Mismatch,obj,Amy isn't disturbing,him,6.24152946472168
simple,isn't disturbing,362,362_F_his,f,Mismatch,poss,Amy isn't disturbing,his,7.600968360900879
simple,can't visit,363,363_M_him,m,Match,obj,The grandson can't visit,him,4.668434143066406
simple,can't visit,363,363_M_his,m,Match,poss,The grandson can't visit,his,2.154526472091675
simple,can't visit,363,363_F_him,f,Mismatch,obj,Vanessa can't visit,him,5.26052188873291
simple,can't visit,363,363_F_his,f,Mismatch,poss,Vanessa can't visit,his,6.917884349822998
simple,can't leave,364,364_M_him,m,Match,obj,Omar can't leave,him,6.935405254364014
simple,can't leave,364,364_M_his,m,Match,poss,Omar can't leave,his,3.783681631088257
simple,can't leave,364,364_F_him,f,Mismatch,obj,That sister can't leave,him,4.403249740600586
simple,can't leave,364,364_F_his,f,Mismatch,poss,That sister can't leave,his,7.978089332580566
simple,was helping,365,365_M_him,m,Match,obj,Douglas was helping,him,4.38939905166626
simple,was helping,365,365_M_his,m,Match,poss,Douglas was helping,his,5.3852362632751465
simple,was helping,365,365_F_him,f,Mismatch,obj,This girlfriend was helping,him,4.489358901977539
simple,was helping,365,365_F_his,f,Mismatch,poss,This girlfriend was helping,his,9.766226768493652
simple,researched,366,366_M_him,m,Match,obj,William researched,him,9.115531921386719
simple,researched,366,366_M_his,m,Match,poss,William researched,his,5.708239555358887
simple,researched,366,366_F_him,f,Mismatch,obj,Cheryl researched,him,8.795186042785645
simple,researched,366,366_F_his,f,Mismatch,poss,Cheryl researched,his,6.421176433563232
simple,describes,367,367_M_him,m,Match,obj,Benjamin describes,him,7.021382808685303
simple,describes,367,367_M_his,m,Match,poss,Benjamin describes,his,3.3909687995910645
simple,describes,367,367_F_him,f,Mismatch,obj,Kristin describes,him,6.335481643676758
simple,describes,367,367_F_his,f,Mismatch,poss,Kristin describes,his,4.788464069366455
simple,was questioning,368,368_M_him,m,Match,obj,That boy was questioning,him,5.019402980804443
simple,was questioning,368,368_M_his,m,Match,poss,That boy was questioning,his,2.6396584510803223
simple,was questioning,368,368_F_him,f,Mismatch,obj,Caroline was questioning,him,5.692474842071533
simple,was questioning,368,368_F_his,f,Mismatch,poss,Caroline was questioning,his,4.525315284729004
simple,taught,369,369_M_him,m,Match,obj,Timothy taught,him,4.56494140625
simple,taught,369,369_M_his,m,Match,poss,Timothy taught,his,5.2054762840271
simple,taught,369,369_F_him,f,Mismatch,obj,Valerie taught,him,3.7344703674316406
simple,taught,369,369_F_his,f,Mismatch,poss,Valerie taught,his,8.330716133117676
simple,wouldn't understand,370,370_M_him,m,Match,obj,Travis wouldn't understand,him,8.447043418884277
simple,wouldn't understand,370,370_M_his,m,Match,poss,Travis wouldn't understand,his,7.325001239776611
simple,wouldn't understand,370,370_F_him,f,Mismatch,obj,Sally wouldn't understand,him,7.249506950378418
simple,wouldn't understand,370,370_F_his,f,Mismatch,poss,Sally wouldn't understand,his,7.393102645874023
simple,distracted,371,371_M_him,m,Match,obj,Larry distracted,him,5.192296504974365
simple,distracted,371,371_M_his,m,Match,poss,Larry distracted,his,5.8321051597595215
simple,distracted,371,371_F_him,f,Mismatch,obj,Nancy distracted,him,4.852085590362549
simple,distracted,371,371_F_his,f,Mismatch,poss,Nancy distracted,his,8.691465377807617
simple,chooses,372,372_M_him,m,Match,obj,The son chooses,him,7.677898406982422
simple,chooses,372,372_M_his,m,Match,poss,The son chooses,his,4.022400379180908
simple,chooses,372,372_F_him,f,Mismatch,obj,Denise chooses,him,7.421074867248535
simple,chooses,372,372_F_his,f,Mismatch,poss,Denise chooses,his,7.219681739807129
simple,is impressing,373,373_M_him,m,Match,obj,Michael is impressing,him,8.856788635253906
simple,is impressing,373,373_M_his,m,Match,poss,Michael is impressing,his,6.417243480682373
simple,is impressing,373,373_F_him,f,Mismatch,obj,Martha is impressing,him,8.094542503356934
simple,is impressing,373,373_F_his,f,Mismatch,poss,Martha is impressing,his,7.912807464599609
simple,hadn't hated,374,374_M_him,m,Match,obj,Scott hadn't hated,him,3.1518502235412598
simple,hadn't hated,374,374_M_his,m,Match,poss,Scott hadn't hated,his,4.5989484786987305
simple,hadn't hated,374,374_F_him,f,Mismatch,obj,Laurie hadn't hated,him,2.2737934589385986
simple,hadn't hated,374,374_F_his,f,Mismatch,poss,Laurie hadn't hated,his,6.0409016609191895
simple,questions,375,375_M_him,m,Match,obj,Lawrence questions,him,10.930129051208496
simple,questions,375,375_M_his,m,Match,poss,Lawrence questions,his,8.935614585876465
simple,questions,375,375_F_him,f,Mismatch,obj,Leslie questions,him,6.577669620513916
simple,questions,375,375_F_his,f,Mismatch,poss,Leslie questions,his,4.894793510437012
simple,might bite,376,376_M_him,m,Match,obj,Omar might bite,him,5.290454864501953
simple,might bite,376,376_M_his,m,Match,poss,Omar might bite,his,4.468834400177002
simple,might bite,376,376_F_him,f,Mismatch,obj,Linda might bite,him,4.979615211486816
simple,might bite,376,376_F_his,f,Mismatch,poss,Linda might bite,his,6.262369155883789
simple,is working with,377,377_M_him,m,Match,obj,Gerald is working with,him,7.907584190368652
simple,is working with,377,377_M_his,m,Match,poss,Gerald is working with,his,5.376109600067139
simple,is working with,377,377_F_him,f,Mismatch,obj,Florence is working with,him,7.354886054992676
simple,is working with,377,377_F_his,f,Mismatch,poss,Florence is working with,his,7.597841262817383
simple,shoots,378,378_M_him,m,Match,obj,Gary shoots,him,7.853367328643799
simple,shoots,378,378_M_his,m,Match,poss,Gary shoots,his,6.576095104217529
simple,shoots,378,378_F_him,f,Mismatch,obj,Carolyn shoots,him,3.8429267406463623
simple,shoots,378,378_F_his,f,Mismatch,poss,Carolyn shoots,his,7.267577171325684
simple,should fire,379,379_M_him,m,Match,obj,Alexander should fire,him,4.036845684051514
simple,should fire,379,379_M_his,m,Match,poss,Alexander should fire,his,4.688387393951416
simple,should fire,379,379_F_him,f,Mismatch,obj,The waitress should fire,him,2.40443754196167
simple,should fire,379,379_F_his,f,Mismatch,poss,The waitress should fire,his,9.245516777038574
simple,isn't attacking,380,380_M_him,m,Match,obj,Carlos isn't attacking,him,4.875242233276367
simple,isn't attacking,380,380_M_his,m,Match,poss,Carlos isn't attacking,his,5.937824726104736
simple,isn't attacking,380,380_F_him,f,Mismatch,obj,Martha isn't attacking,him,4.6160430908203125
simple,isn't attacking,380,380_F_his,f,Mismatch,poss,Martha isn't attacking,his,7.0005316734313965
simple,could fire,381,381_M_him,m,Match,obj,Michael could fire,him,4.330924034118652
