item,exp,pronoun,cond,contrast,sent,target,model,surp
11,1,she,m,Mismatch,"When she arrived,",Michael,gpt2-xl,11.888590812683104
11,1,she,f,Match,"When she arrived, the",daughter,gpt2-xl,9.933900833129885
11,1,he,f,Mismatch,"When he arrived,",Carolyn,gpt2-xl,16.762907028198242
12,1,he,m,Match,"When he felt sad,",Gerald,gpt2-xl,17.839746475219727
12,1,she,m,Mismatch,"When she felt sad,",Peter,gpt2-xl,14.442052841186523
12,1,she,f,Match,"When she felt sad,",Diane,gpt2-xl,15.9487886428833
12,1,he,f,Mismatch,"When he felt sad,",Barbara,gpt2-xl,16.686046600341797
13,1,he,m,Match,"When he was present,",Michael,gpt2-xl,12.299186706542969
13,1,she,m,Mismatch,"When she was present,",James,gpt2-xl,11.179717063903809
13,1,she,f,Match,"When she was present,",Rebecca,gpt2-xl,13.580145835876465
13,1,he,f,Mismatch,"When he was present,",Monica,gpt2-xl,16.194412231445312
14,1,he,m,Match,"When he was depressed,",Gregory,gpt2-xl,17.20676612854004
14,1,she,m,Mismatch,"When she was depressed,",Derek,gpt2-xl,18.30252456665039
14,1,she,f,Match,"When she was depressed,",Heidi,gpt2-xl,16.547571182250977
14,1,he,f,Mismatch,"When he was depressed,",Heather,gpt2-xl,16.32419776916504
15,1,he,m,Match,"When he was around,",Matt,gpt2-xl,13.395627975463867
15,1,she,m,Mismatch,"When she was around,",Paul,gpt2-xl,13.387924194335938
15,1,she,f,Match,"When she was around, the",niece,gpt2-xl,14.82258415222168
15,1,he,f,Mismatch,"When he was around,",Ruth,gpt2-xl,16.130678176879883
16,1,he,m,Match,"When he was near, the",grandfather,gpt2-xl,14.426522254943848
16,1,she,m,Mismatch,"When she was near,",Theodore,gpt2-xl,16.8543758392334
16,1,she,f,Match,"When she was near,",Margaret,gpt2-xl,15.154800415039062
16,1,he,f,Mismatch,"When he was near,",Theresa,gpt2-xl,17.244478225708008
17,1,he,m,Match,"When he was in court,",Walter,gpt2-xl,15.66185188293457
17,1,she,m,Mismatch,"When she was in court,",Patrick,gpt2-xl,15.44247341156006
17,1,she,f,Match,"When she was in court,",Gina,gpt2-xl,16.061595916748047
17,1,he,f,Mismatch,"When he was in court,",Lisa,gpt2-xl,14.95272159576416
18,1,he,m,Match,"When he was poorly,",Scott,gpt2-xl,13.871212005615234
18,1,she,m,Mismatch,"When she was poorly,",Craig,gpt2-xl,16.432601928710938
18,1,she,f,Match,"When she was poorly,",Lisa,gpt2-xl,13.591053009033203
18,1,he,f,Mismatch,"When he was poorly,",Patricia,gpt2-xl,18.422006607055664
19,1,he,m,Match,"When he arrived,",Lawrence,gpt2-xl,14.548486709594728
19,1,she,m,Mismatch,"When she arrived,",Matt,gpt2-xl,12.16911792755127
19,1,she,f,Match,"When she arrived,",Melissa,gpt2-xl,12.616666793823242
19,1,he,f,Mismatch,"When he arrived,",Emily,gpt2-xl,14.566614151000977
20,1,he,m,Match,"When he was appointed,",Peter,gpt2-xl,12.228026390075684
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,gpt2-xl,15.717791557312012
20,1,she,f,Match,"When she was appointed,",Nina,gpt2-xl,16.164636611938477
20,1,he,f,Mismatch,"When he was appointed,",Stacy,gpt2-xl,18.775205612182617
21,1,he,m,Match,"When he was fired, the",boyfriend,gpt2-xl,15.038415908813477
21,1,she,m,Mismatch,"When she was fired,",Raymond,gpt2-xl,15.775938034057615
21,1,she,f,Match,"When she was fired,",Theresa,gpt2-xl,15.891192436218262
21,1,he,f,Mismatch,"When he was fired,",Eva,gpt2-xl,17.795194625854492
22,1,he,m,Match,"When he was close,",Stephen,gpt2-xl,14.443438529968262
22,1,she,m,Mismatch,"When she was close, the",brother,gpt2-xl,12.11227798461914
22,1,she,f,Match,"When she was close,",Heidi,gpt2-xl,16.38873863220215
22,1,he,f,Mismatch,"When he was close,",Melissa,gpt2-xl,16.610586166381836
23,1,he,m,Match,"When he was retired, the",grandfather,gpt2-xl,13.28753662109375
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,gpt2-xl,13.75092887878418
23,1,she,f,Match,"When she was retired,",Stacy,gpt2-xl,15.953965187072754
23,1,he,f,Mismatch,"When he was retired, the",daughter,gpt2-xl,11.97329807281494
24,1,he,m,Match,"When he was abroad,",Raymond,gpt2-xl,15.46046543121338
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,gpt2-xl,15.449106216430664
24,1,she,f,Match,"When she was abroad,",Holly,gpt2-xl,15.55808162689209
24,1,he,f,Mismatch,"When he was abroad, the",niece,gpt2-xl,16.25889778137207
25,1,he,m,Match,"When he was discovered,",Patrick,gpt2-xl,14.830228805541992
25,1,she,m,Mismatch,"When she was discovered,",Gregory,gpt2-xl,15.586285591125488
25,1,she,f,Match,"When she was discovered,",Margaret,gpt2-xl,15.165452003479004
25,1,he,f,Mismatch,"When he was discovered,",Theresa,gpt2-xl,17.598356246948242
26,1,he,m,Match,"When he was busy,",Robert,gpt2-xl,12.718350410461426
26,1,she,m,Mismatch,"When she was busy,",Craig,gpt2-xl,15.89177703857422
26,1,she,f,Match,"When she was busy,",Diane,gpt2-xl,14.602566719055176
26,1,he,f,Mismatch,"When he was busy,",Stacy,gpt2-xl,19.04880714416504
27,1,he,m,Match,"When he was twenty-one,",James,gpt2-xl,10.255828857421877
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,gpt2-xl,13.699507713317873
27,1,she,f,Match,"When she was twenty-one,",Eva,gpt2-xl,14.378997802734377
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,gpt2-xl,17.398548126220703
28,1,he,m,Match,"When he was annoyed, the",grandfather,gpt2-xl,13.288692474365234
28,1,she,m,Mismatch,"When she was annoyed,",Walter,gpt2-xl,16.125263214111328
28,1,she,f,Match,"When she was annoyed,",Nina,gpt2-xl,14.60591983795166
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,gpt2-xl,17.359149932861328
29,1,he,m,Match,"When he was in church,",Matt,gpt2-xl,14.21436882019043
29,1,she,m,Mismatch,"When she was in church,",Lawrence,gpt2-xl,17.084718704223633
29,1,she,f,Match,"When she was in church,",Amy,gpt2-xl,13.970394134521484
29,1,he,f,Mismatch,"When he was in church,",Carmen,gpt2-xl,20.166105270385746
30,1,he,m,Match,"When he was banished,",Matt,gpt2-xl,14.374836921691896
30,1,she,m,Mismatch,"When she was banished,",Patrick,gpt2-xl,16.07271385192871
30,1,she,f,Match,"When she was banished,",Paula,gpt2-xl,16.241548538208008
30,1,he,f,Mismatch,"When he was banished,",Rebecca,gpt2-xl,16.671316146850586
31,1,he,m,Match,"When he was angry,",Peter,gpt2-xl,13.984718322753906
31,1,she,m,Mismatch,"When she was angry,",Craig,gpt2-xl,16.450376510620117
31,1,she,f,Match,"When she was angry,",Eva,gpt2-xl,17.347009658813477
31,1,he,f,Mismatch,"When he was angry,",Amy,gpt2-xl,15.59927749633789
32,1,he,m,Match,"When he was distraught,",Alan,gpt2-xl,16.448871612548828
32,1,she,m,Mismatch,"When she was distraught,",Martin,gpt2-xl,13.113253593444824
32,1,she,f,Match,"When she was distraught,",Jennifer,gpt2-xl,14.035223007202148
32,1,he,f,Mismatch,"When he was distraught,",Jessica,gpt2-xl,16.102073669433594
1,1,he,m,Match,"When he was off work,",Rodney,gpt2-xl,16.745609283447266
1,1,she,m,Mismatch,"When she was off work,",James,gpt2-xl,13.046754837036133
1,1,she,f,Match,"When she was off work,",Diane,gpt2-xl,14.815014839172363
1,1,he,f,Mismatch,"When he was off work,",Gina,gpt2-xl,17.77788734436035
2,1,he,m,Match,"When he arrived,",Matt,gpt2-xl,12.719200134277344
2,1,she,m,Mismatch,"When she arrived,",Walter,gpt2-xl,14.581463813781738
2,1,she,f,Match,"When she arrived,",Theresa,gpt2-xl,14.798982620239258
2,1,he,f,Mismatch,"When he arrived,",Rose,gpt2-xl,12.991168975830078
3,1,he,m,Match,"When he was fed up,",Michael,gpt2-xl,12.409260749816896
3,1,she,m,Mismatch,"When she was fed up,",Robert,gpt2-xl,13.79214859008789
3,1,she,f,Match,"When she was fed up,",Heather,gpt2-xl,14.998369216918944
3,1,he,f,Mismatch,"When he was fed up,",Brenda,gpt2-xl,18.030834197998047
4,1,he,m,Match,"When he was talking, the",son,gpt2-xl,10.776297569274902
4,1,she,m,Mismatch,"When she was talking,",Carl,gpt2-xl,14.984110832214355
4,1,she,f,Match,"When she was talking,",Jennifer,gpt2-xl,13.958624839782717
4,1,he,f,Mismatch,"When he was talking, the",grandmother,gpt2-xl,14.054181098937988
5,1,he,m,Match,"When he was nearby,",Marcus,gpt2-xl,13.73685359954834
5,1,she,m,Mismatch,"When she was nearby,",Rodney,gpt2-xl,16.549560546875
5,1,she,f,Match,"When she was nearby,",Brenda,gpt2-xl,15.962369918823242
5,1,he,f,Mismatch,"When he was nearby,",Sara,gpt2-xl,14.654058456420898
6,1,he,m,Match,"When he was lost,",Matt,gpt2-xl,14.70273494720459
6,1,she,m,Mismatch,"When she was lost,",Stephen,gpt2-xl,15.653178215026855
6,1,she,f,Match,"When she was lost,",Dawn,gpt2-xl,15.847444534301758
6,1,he,f,Mismatch,"When he was lost,",Nancy,gpt2-xl,16.784679412841797
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,gpt2-xl,16.5064697265625
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,gpt2-xl,14.89013957977295
7,1,she,f,Match,"When she was bad-tempered,",Martha,gpt2-xl,15.354541778564451
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,gpt2-xl,17.131549835205078
8,1,he,m,Match,"When he was jealous,",Rodney,gpt2-xl,18.433015823364254
8,1,she,m,Mismatch,"When she was jealous,",David,gpt2-xl,14.543705940246582
8,1,she,f,Match,"When she was jealous,",Nancy,gpt2-xl,15.452325820922852
8,1,he,f,Mismatch,"When he was jealous,",Brenda,gpt2-xl,18.792030334472656
9,1,he,m,Match,"When he was in residence,",Rodney,gpt2-xl,15.957016944885254
9,1,she,m,Mismatch,"When she was in residence,",David,gpt2-xl,12.265833854675291
9,1,she,f,Match,"When she was in residence,",Michelle,gpt2-xl,12.381611824035645
9,1,he,f,Mismatch,"When he was in residence,",Rose,gpt2-xl,13.341975212097168
10,1,he,m,Match,"When he was introduced,",Vincent,gpt2-xl,15.177727699279783
10,1,she,m,Mismatch,"When she was introduced,",Stephen,gpt2-xl,13.330227851867676
10,1,she,f,Match,"When she was introduced,",Patricia,gpt2-xl,13.94723415374756
10,1,he,f,Mismatch,"When he was introduced,",Brenda,gpt2-xl,16.872610092163086
11,1,he,m,Match,"When he arrived,",Noah,gpt2-xl,14.900185585021973
11,1,she,m,Mismatch,"When she arrived,",Carl,gpt2-xl,13.666787147521973
11,1,she,f,Match,"When she arrived,",Michelle,gpt2-xl,13.217909812927246
11,1,he,f,Mismatch,"When he arrived,",Martha,gpt2-xl,16.1143798828125
12,1,he,m,Match,"When he felt sad,",Marcus,gpt2-xl,15.230552673339844
12,1,she,m,Mismatch,"When she felt sad, the",son,gpt2-xl,11.008580207824709
12,1,she,f,Match,"When she felt sad,",Martha,gpt2-xl,14.82181453704834
12,1,he,f,Mismatch,"When he felt sad,",Brenda,gpt2-xl,16.239532470703125
13,1,he,m,Match,"When he was present,",James,gpt2-xl,11.3401517868042
13,1,she,m,Mismatch,"When she was present, the",son,gpt2-xl,10.423544883728027
13,1,she,f,Match,"When she was present,",Jessica,gpt2-xl,12.808730125427246
13,1,he,f,Mismatch,"When he was present,",Allison,gpt2-xl,15.988133430480955
14,1,he,m,Match,"When he was depressed,",Rodney,gpt2-xl,18.282121658325195
14,1,she,m,Mismatch,"When she was depressed,",Robert,gpt2-xl,14.673072814941406
14,1,she,f,Match,"When she was depressed,",Melissa,gpt2-xl,17.251535415649414
14,1,he,f,Mismatch,"When he was depressed,",Brenda,gpt2-xl,18.662887573242188
15,1,he,m,Match,"When he was around,",Marcus,gpt2-xl,14.767051696777344
15,1,she,m,Mismatch,"When she was around,",Alan,gpt2-xl,15.75153350830078
15,1,she,f,Match,"When she was around,",Dawn,gpt2-xl,15.506946563720703
15,1,he,f,Mismatch,"When he was around,",Allison,gpt2-xl,17.371767044067383
16,1,he,m,Match,"When he was near,",Carl,gpt2-xl,16.32862091064453
16,1,she,m,Mismatch,"When she was near,",Vincent,gpt2-xl,16.443246841430664
16,1,she,f,Match,"When she was near,",Brenda,gpt2-xl,16.981508255004883
16,1,he,f,Mismatch,"When he was near,",Amy,gpt2-xl,13.98767375946045
17,1,he,m,Match,"When he was in court,",Robert,gpt2-xl,13.144227981567385
17,1,she,m,Mismatch,"When she was in court,",Carl,gpt2-xl,15.350154876708984
17,1,she,f,Match,"When she was in court,",Sara,gpt2-xl,15.811762809753418
17,1,he,f,Mismatch,"When he was in court,",Sarah,gpt2-xl,15.407306671142578
18,1,he,m,Match,"When he was poorly,",Noah,gpt2-xl,16.905960083007812
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,gpt2-xl,12.69543170928955
18,1,she,f,Match,"When she was poorly,",Heather,gpt2-xl,14.927361488342283
18,1,he,f,Mismatch,"When he was poorly,",Brenda,gpt2-xl,18.187833786010746
19,1,he,m,Match,"When he arrived, the",grandfather,gpt2-xl,13.355161666870115
19,1,she,m,Mismatch,"When she arrived,",Marcus,gpt2-xl,14.645471572875977
19,1,she,f,Match,"When she arrived,",Nina,gpt2-xl,14.63759422302246
19,1,he,f,Mismatch,"When he arrived,",Diane,gpt2-xl,16.023889541625977
20,1,he,m,Match,"When he was appointed,",Stephen,gpt2-xl,13.501855850219728
20,1,she,m,Mismatch,"When she was appointed,",Craig,gpt2-xl,13.837312698364258
20,1,she,f,Match,"When she was appointed,",Jennifer,gpt2-xl,13.892581939697266
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,gpt2-xl,16.572572708129883
21,1,he,m,Match,"When he was fired,",Matt,gpt2-xl,12.323006629943848
21,1,she,m,Mismatch,"When she was fired,",Martin,gpt2-xl,12.811107635498049
21,1,she,f,Match,"When she was fired,",Patricia,gpt2-xl,14.969270706176758
21,1,he,f,Mismatch,"When he was fired,",Nancy,gpt2-xl,15.03847885131836
22,1,he,m,Match,"When he was close,",David,gpt2-xl,13.87112522125244
22,1,she,m,Mismatch,"When she was close,",Michael,gpt2-xl,13.369001388549805
22,1,she,f,Match,"When she was close,",Lisa,gpt2-xl,13.379050254821776
22,1,he,f,Mismatch,"When he was close,",Heather,gpt2-xl,16.528419494628906
23,1,he,m,Match,"When he was retired,",Rodney,gpt2-xl,14.879014015197754
23,1,she,m,Mismatch,"When she was retired,",Michael,gpt2-xl,12.243794441223145
23,1,she,f,Match,"When she was retired,",Amy,gpt2-xl,12.75836944580078
23,1,he,f,Mismatch,"When he was retired,",Heather,gpt2-xl,16.45256805419922
24,1,he,m,Match,"When he was abroad,",Noah,gpt2-xl,17.097347259521484
24,1,she,m,Mismatch,"When she was abroad,",Craig,gpt2-xl,15.335334777832031
24,1,she,f,Match,"When she was abroad,",Martha,gpt2-xl,13.273725509643556
24,1,he,f,Mismatch,"When he was abroad,",Sandra,gpt2-xl,18.293420791625977
25,1,he,m,Match,"When he was discovered,",Walter,gpt2-xl,14.469918251037598
25,1,she,m,Mismatch,"When she was discovered,",Noah,gpt2-xl,16.694936752319336
25,1,she,f,Match,"When she was discovered,",Patricia,gpt2-xl,15.064563751220703
25,1,he,f,Mismatch,"When he was discovered,",Martha,gpt2-xl,16.616792678833008
26,1,he,m,Match,"When he was busy,",Rodney,gpt2-xl,18.04820442199707
26,1,she,m,Mismatch,"When she was busy, the",son,gpt2-xl,9.841790199279783
26,1,she,f,Match,"When she was busy,",Nancy,gpt2-xl,14.454363822937012
26,1,he,f,Mismatch,"When he was busy,",Heather,gpt2-xl,16.37991714477539
27,1,he,m,Match,"When he was twenty-one,",Joel,gpt2-xl,15.69977855682373
27,1,she,m,Mismatch,"When she was twenty-one,",Martin,gpt2-xl,13.053447723388672
27,1,she,f,Match,"When she was twenty-one,",Sara,gpt2-xl,11.992941856384276
27,1,he,f,Mismatch,"When he was twenty-one,",Jill,gpt2-xl,16.2030086517334
28,1,he,m,Match,"When he was annoyed,",Carl,gpt2-xl,14.945467948913574
28,1,she,m,Mismatch,"When she was annoyed,",Noah,gpt2-xl,16.792781829833984
28,1,she,f,Match,"When she was annoyed, the",daughter,gpt2-xl,11.104453086853027
28,1,he,f,Mismatch,"When he was annoyed,",Diane,gpt2-xl,16.31992530822754
29,1,he,m,Match,"When he was in church,",Vincent,gpt2-xl,17.329936981201172
29,1,she,m,Mismatch,"When she was in church,",Joel,gpt2-xl,17.54709815979004
29,1,she,f,Match,"When she was in church,",Patricia,gpt2-xl,17.364389419555664
29,1,he,f,Mismatch,"When he was in church,",Michelle,gpt2-xl,16.567148208618164
30,1,he,m,Match,"When he was banished,",Noah,gpt2-xl,14.956518173217772
30,1,she,m,Mismatch,"When she was banished,",Lawrence,gpt2-xl,15.921220779418944
30,1,she,f,Match,"When she was banished,",Carmen,gpt2-xl,16.04483413696289
30,1,he,f,Mismatch,"When he was banished,",Caroline,gpt2-xl,17.947179794311523
31,1,he,m,Match,"When he was angry,",Raymond,gpt2-xl,16.842269897460938
31,1,she,m,Mismatch,"When she was angry, the",son,gpt2-xl,11.235325813293455
31,1,she,f,Match,"When she was angry,",Heather,gpt2-xl,14.333620071411133
31,1,he,f,Mismatch,"When he was angry,",Michelle,gpt2-xl,17.123497009277344
32,1,he,m,Match,"When he was distraught,",Gerald,gpt2-xl,16.646514892578125
32,1,she,m,Mismatch,"When she was distraught, the",son,gpt2-xl,9.545165061950684
32,1,she,f,Match,"When she was distraught,",Rebecca,gpt2-xl,13.785080909729004
32,1,he,f,Mismatch,"When he was distraught,",Patricia,gpt2-xl,16.722251892089844
1,1,he,m,Match,"When he was off work,",Richard,gpt-neo-1.3B,11.675163269042969
1,1,she,m,Mismatch,"When she was off work,",Keith,gpt-neo-1.3B,14.908228874206545
1,1,she,f,Match,"When she was off work, the",dancer,gpt-neo-1.3B,15.168923377990724
1,1,he,f,Mismatch,"When he was off work,",Laura,gpt-neo-1.3B,14.12878704071045
2,1,he,m,Match,"When he arrived,",Larry,gpt-neo-1.3B,14.75106716156006
2,1,she,m,Mismatch,"When she arrived,",Wayne,gpt-neo-1.3B,16.064373016357422
2,1,she,f,Match,"When she arrived,",Cheryl,gpt-neo-1.3B,16.629661560058594
2,1,he,f,Mismatch,"When he arrived,",Teresa,gpt-neo-1.3B,16.126018524169922
3,1,he,m,Match,"When he was fed up,",Guy,gpt-neo-1.3B,18.34445571899414
3,1,she,m,Mismatch,"When she was fed up,",Joseph,gpt-neo-1.3B,14.673577308654783
3,1,she,f,Match,"When she was fed up,",Cynthia,gpt-neo-1.3B,17.05514907836914
3,1,he,f,Mismatch,"When he was fed up, the",wife,gpt-neo-1.3B,9.928431510925291
4,1,he,m,Match,"When he was talking,",Joseph,gpt-neo-1.3B,14.219682693481444
4,1,she,m,Mismatch,"When she was talking,",Bradley,gpt-neo-1.3B,18.94610595703125
4,1,she,f,Match,"When she was talking,",Dana,gpt-neo-1.3B,16.336061477661133
4,1,he,f,Mismatch,"When he was talking,",Janet,gpt-neo-1.3B,17.228286743164062
5,1,he,m,Match,"When he was nearby,",Larry,gpt-neo-1.3B,14.565834999084473
5,1,she,m,Mismatch,"When she was nearby,",Joseph,gpt-neo-1.3B,13.379068374633787
5,1,she,f,Match,"When she was nearby, the",girl,gpt-neo-1.3B,6.073307991027832
5,1,he,f,Mismatch,"When he was nearby,",Helen,gpt-neo-1.3B,15.582345962524414
6,1,he,m,Match,"When he was lost,",Donald,gpt-neo-1.3B,15.343025207519531
6,1,she,m,Mismatch,"When she was lost,",Brad,gpt-neo-1.3B,17.969221115112305
6,1,she,f,Match,"When she was lost,",Judy,gpt-neo-1.3B,16.97682762145996
6,1,he,f,Mismatch,"When he was lost, the",dancer,gpt-neo-1.3B,16.139392852783203
7,1,he,m,Match,"When he was bad-tempered,",Guy,gpt-neo-1.3B,19.46393394470215
7,1,she,m,Mismatch,"When she was bad-tempered,",Bruce,gpt-neo-1.3B,19.258045196533203
7,1,she,f,Match,"When she was bad-tempered, the",woman,gpt-neo-1.3B,7.340220928192139
7,1,he,f,Mismatch,"When he was bad-tempered,",Ann,gpt-neo-1.3B,16.349443435668945
8,1,he,m,Match,"When he was jealous, the",father,gpt-neo-1.3B,8.341437339782715
8,1,she,m,Mismatch,"When she was jealous,",Steve,gpt-neo-1.3B,15.35682201385498
8,1,she,f,Match,"When she was jealous,",Catherine,gpt-neo-1.3B,14.253722190856934
8,1,he,f,Mismatch,"When he was jealous, the",dancer,gpt-neo-1.3B,14.83068561553955
9,1,he,m,Match,"When he was in residence,",Dan,gpt-neo-1.3B,14.770098686218262
9,1,she,m,Mismatch,"When she was in residence,",Russell,gpt-neo-1.3B,14.59107494354248
9,1,she,f,Match,"When she was in residence, the",woman,gpt-neo-1.3B,9.077463150024414
9,1,he,f,Mismatch,"When he was in residence, the",wife,gpt-neo-1.3B,7.671180725097656
10,1,he,m,Match,"When he was introduced,",Wayne,gpt-neo-1.3B,15.45217990875244
10,1,she,m,Mismatch,"When she was introduced,",Steve,gpt-neo-1.3B,14.638893127441406
10,1,she,f,Match,"When she was introduced,",Sally,gpt-neo-1.3B,14.772332191467283
10,1,he,f,Mismatch,"When he was introduced,",Teresa,gpt-neo-1.3B,17.069194793701172
11,1,he,m,Match,"When he arrived,",Joseph,gpt-neo-1.3B,12.194602966308594
11,1,she,m,Mismatch,"When she arrived,",Richard,gpt-neo-1.3B,12.456968307495115
11,1,she,f,Match,"When she arrived,",Cheryl,gpt-neo-1.3B,16.62972068786621
11,1,he,f,Mismatch,"When he arrived,",Janet,gpt-neo-1.3B,16.219505310058594
12,1,he,m,Match,"When he felt sad,",Guy,gpt-neo-1.3B,18.91926002502441
12,1,she,m,Mismatch,"When she felt sad,",Rodney,gpt-neo-1.3B,19.832550048828125
