exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_MM_his,mm,MatchMatch,poss,Robert shouldn't demonstrate that Alexander wasn't embarrassing,his,4.390501499176025
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_MF_his,mf,MatchMismatch,poss,Robert shouldn't demonstrate that Sarah wasn't embarrassing,his,6.214064598083496
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_FM_his,fm,MismatchMatch,poss,Ann shouldn't demonstrate that Alexander wasn't embarrassing,his,4.291584014892578
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_FF_his,ff,MismatchMismatch,poss,Ann shouldn't demonstrate that Sarah wasn't embarrassing,his,6.921488285064697
OneEmbedding,had whispered,bites,303,303_MM_him,mm,MatchMatch,obj,Aaron had whispered that Frank bites,him,3.862549304962158
OneEmbedding,had whispered,bites,303,303_MF_him,mf,MatchMismatch,obj,Aaron had whispered that Cheryl bites,him,3.4476635456085205
OneEmbedding,had whispered,bites,303,303_FM_him,fm,MismatchMatch,obj,Kirsten had whispered that Frank bites,him,4.10141134262085
OneEmbedding,had whispered,bites,303,303_FF_him,ff,MismatchMismatch,obj,Kirsten had whispered that Cheryl bites,him,4.295588493347168
OneEmbedding,had whispered,bites,303,303_MM_his,mm,MatchMatch,poss,Aaron had whispered that Frank bites,his,2.526060104370117
OneEmbedding,had whispered,bites,303,303_MF_his,mf,MatchMismatch,poss,Aaron had whispered that Cheryl bites,his,5.363731861114502
OneEmbedding,had whispered,bites,303,303_FM_his,fm,MismatchMatch,poss,Kirsten had whispered that Frank bites,his,2.710800886154175
OneEmbedding,had whispered,bites,303,303_FF_his,ff,MismatchMismatch,poss,Kirsten had whispered that Cheryl bites,his,6.2464165687561035
OneEmbedding,loves,can help,304,304_MM_him,mm,MatchMatch,obj,Brett loves that Brett can help,him,1.669193983078003
OneEmbedding,loves,can help,304,304_MF_him,mf,MatchMismatch,obj,Brett loves that Deanna can help,him,2.819624662399292
OneEmbedding,loves,can help,304,304_FM_him,fm,MismatchMatch,obj,Margaret loves that Brett can help,him,3.462326765060425
OneEmbedding,loves,can help,304,304_FF_him,ff,MismatchMismatch,obj,Margaret loves that Deanna can help,him,4.564239025115967
OneEmbedding,loves,can help,304,304_MM_his,mm,MatchMatch,poss,Brett loves that Brett can help,his,4.699159622192383
OneEmbedding,loves,can help,304,304_MF_his,mf,MatchMismatch,poss,Brett loves that Deanna can help,his,8.23159122467041
OneEmbedding,loves,can help,304,304_FM_his,fm,MismatchMatch,poss,Margaret loves that Brett can help,his,5.321203231811523
OneEmbedding,loves,can help,304,304_FF_his,ff,MismatchMismatch,poss,Margaret loves that Deanna can help,his,9.163963317871094
OneEmbedding,was revealing,should talk about,305,305_MM_him,mm,MatchMatch,obj,John was revealing that Gregory should talk about,him,6.1585307121276855
OneEmbedding,was revealing,should talk about,305,305_MF_him,mf,MatchMismatch,obj,John was revealing that Cheryl should talk about,him,6.68027400970459
OneEmbedding,was revealing,should talk about,305,305_FM_him,fm,MismatchMatch,obj,Suzanne was revealing that Gregory should talk about,him,6.423237323760986
OneEmbedding,was revealing,should talk about,305,305_FF_him,ff,MismatchMismatch,obj,Suzanne was revealing that Cheryl should talk about,him,7.346159934997559
OneEmbedding,was revealing,should talk about,305,305_MM_his,mm,MatchMatch,poss,John was revealing that Gregory should talk about,his,3.080277919769287
OneEmbedding,was revealing,should talk about,305,305_MF_his,mf,MatchMismatch,poss,John was revealing that Cheryl should talk about,his,5.4914093017578125
OneEmbedding,was revealing,should talk about,305,305_FM_his,fm,MismatchMatch,poss,Suzanne was revealing that Gregory should talk about,his,2.749765396118164
OneEmbedding,was revealing,should talk about,305,305_FF_his,ff,MismatchMismatch,poss,Suzanne was revealing that Cheryl should talk about,his,6.112100124359131
OneEmbedding,has disliked,wouldn't reveal,306,306_MM_him,mm,MatchMatch,obj,Brett has disliked that Benjamin wouldn't reveal,him,7.847626209259033
OneEmbedding,has disliked,wouldn't reveal,306,306_MF_him,mf,MatchMismatch,obj,Brett has disliked that Amelia wouldn't reveal,him,8.70362377166748
OneEmbedding,has disliked,wouldn't reveal,306,306_FM_him,fm,MismatchMatch,obj,Carrie has disliked that Benjamin wouldn't reveal,him,7.548332214355469
OneEmbedding,has disliked,wouldn't reveal,306,306_FF_him,ff,MismatchMismatch,obj,Carrie has disliked that Amelia wouldn't reveal,him,9.166399002075195
OneEmbedding,has disliked,wouldn't reveal,306,306_MM_his,mm,MatchMatch,poss,Brett has disliked that Benjamin wouldn't reveal,his,1.9578500986099243
OneEmbedding,has disliked,wouldn't reveal,306,306_MF_his,mf,MatchMismatch,poss,Brett has disliked that Amelia wouldn't reveal,his,5.892937183380127
OneEmbedding,has disliked,wouldn't reveal,306,306_FM_his,fm,MismatchMatch,poss,Carrie has disliked that Benjamin wouldn't reveal,his,1.937955379486084
OneEmbedding,has disliked,wouldn't reveal,306,306_FF_his,ff,MismatchMismatch,poss,Carrie has disliked that Amelia wouldn't reveal,his,6.802350044250488
OneEmbedding,likes,can't shoot,307,307_MM_him,mm,MatchMatch,obj,Lawrence likes that Thomas can't shoot,him,6.9881978034973145
OneEmbedding,likes,can't shoot,307,307_MF_him,mf,MatchMismatch,obj,Lawrence likes that Diane can't shoot,him,5.301766872406006
OneEmbedding,likes,can't shoot,307,307_FM_him,fm,MismatchMatch,obj,Jodi likes that Thomas can't shoot,him,7.194159507751465
OneEmbedding,likes,can't shoot,307,307_FF_him,ff,MismatchMismatch,obj,Jodi likes that Diane can't shoot,him,5.654495716094971
OneEmbedding,likes,can't shoot,307,307_MM_his,mm,MatchMatch,poss,Lawrence likes that Thomas can't shoot,his,5.9582061767578125
OneEmbedding,likes,can't shoot,307,307_MF_his,mf,MatchMismatch,poss,Lawrence likes that Diane can't shoot,his,7.343467712402344
OneEmbedding,likes,can't shoot,307,307_FM_his,fm,MismatchMatch,poss,Jodi likes that Thomas can't shoot,his,5.971271991729736
OneEmbedding,likes,can't shoot,307,307_FF_his,ff,MismatchMismatch,poss,Jodi likes that Diane can't shoot,his,7.693543910980225
OneEmbedding,wouldn't suggest,has questioned,308,308_MM_him,mm,MatchMatch,obj,Frank wouldn't suggest that Timothy has questioned,him,6.435643672943115
OneEmbedding,wouldn't suggest,has questioned,308,308_MF_him,mf,MatchMismatch,obj,Frank wouldn't suggest that Irene has questioned,him,5.6736159324646
OneEmbedding,wouldn't suggest,has questioned,308,308_FM_him,fm,MismatchMatch,obj,Tiffany wouldn't suggest that Timothy has questioned,him,5.872822284698486
OneEmbedding,wouldn't suggest,has questioned,308,308_FF_him,ff,MismatchMismatch,obj,Tiffany wouldn't suggest that Irene has questioned,him,5.420996189117432
OneEmbedding,wouldn't suggest,has questioned,308,308_MM_his,mm,MatchMatch,poss,Frank wouldn't suggest that Timothy has questioned,his,3.3493778705596924
OneEmbedding,wouldn't suggest,has questioned,308,308_MF_his,mf,MatchMismatch,poss,Frank wouldn't suggest that Irene has questioned,his,4.308134078979492
OneEmbedding,wouldn't suggest,has questioned,308,308_FM_his,fm,MismatchMatch,poss,Tiffany wouldn't suggest that Timothy has questioned,his,3.230001926422119
OneEmbedding,wouldn't suggest,has questioned,308,308_FF_his,ff,MismatchMismatch,poss,Tiffany wouldn't suggest that Irene has questioned,his,4.5553154945373535
OneEmbedding,did expect,didn't hide,309,309_MM_him,mm,MatchMatch,obj,Wayne did expect that the ex-boyfriend didn't hide,him,9.340015411376953
OneEmbedding,did expect,didn't hide,309,309_MF_him,mf,MatchMismatch,obj,Wayne did expect that Eva didn't hide,him,9.660284996032715
OneEmbedding,did expect,didn't hide,309,309_FM_him,fm,MismatchMatch,obj,Debra did expect that the ex-boyfriend didn't hide,him,9.86681079864502
OneEmbedding,did expect,didn't hide,309,309_FF_him,ff,MismatchMismatch,obj,Debra did expect that Eva didn't hide,him,10.236903190612793
OneEmbedding,did expect,didn't hide,309,309_MM_his,mm,MatchMatch,poss,Wayne did expect that the ex-boyfriend didn't hide,his,1.6499090194702148
OneEmbedding,did expect,didn't hide,309,309_MF_his,mf,MatchMismatch,poss,Wayne did expect that Eva didn't hide,his,6.33304500579834
OneEmbedding,did expect,didn't hide,309,309_FM_his,fm,MismatchMatch,poss,Debra did expect that the ex-boyfriend didn't hide,his,1.7394664287567139
OneEmbedding,did expect,didn't hide,309,309_FF_his,ff,MismatchMismatch,poss,Debra did expect that Eva didn't hide,his,6.368212699890137
OneEmbedding,wrote,wasn't scanning,310,310_MM_him,mm,MatchMatch,obj,Curtis wrote that Martin wasn't scanning,him,6.066714763641357
OneEmbedding,wrote,wasn't scanning,310,310_MF_him,mf,MatchMismatch,obj,Curtis wrote that that wife wasn't scanning,him,5.9532012939453125
OneEmbedding,wrote,wasn't scanning,310,310_FM_him,fm,MismatchMatch,obj,Amy wrote that Martin wasn't scanning,him,6.4174370765686035
OneEmbedding,wrote,wasn't scanning,310,310_FF_him,ff,MismatchMismatch,obj,Amy wrote that that wife wasn't scanning,him,6.562045574188232
OneEmbedding,wrote,wasn't scanning,310,310_MM_his,mm,MatchMatch,poss,Curtis wrote that Martin wasn't scanning,his,3.5745127201080322
OneEmbedding,wrote,wasn't scanning,310,310_MF_his,mf,MatchMismatch,poss,Curtis wrote that that wife wasn't scanning,his,4.302927017211914
OneEmbedding,wrote,wasn't scanning,310,310_FM_his,fm,MismatchMatch,poss,Amy wrote that Martin wasn't scanning,his,3.442626953125
OneEmbedding,wrote,wasn't scanning,310,310_FF_his,ff,MismatchMismatch,poss,Amy wrote that that wife wasn't scanning,his,4.617458343505859
OneEmbedding,hadn't thought,isn't understanding,311,311_MM_him,mm,MatchMatch,obj,Kevin hadn't thought that Patrick isn't understanding,him,5.995631694793701
OneEmbedding,hadn't thought,isn't understanding,311,311_MF_him,mf,MatchMismatch,obj,Kevin hadn't thought that Maria isn't understanding,him,5.398271083831787
OneEmbedding,hadn't thought,isn't understanding,311,311_FM_him,fm,MismatchMatch,obj,This woman hadn't thought that Patrick isn't understanding,him,5.657005786895752
OneEmbedding,hadn't thought,isn't understanding,311,311_FF_him,ff,MismatchMismatch,obj,This woman hadn't thought that Maria isn't understanding,him,6.930666923522949
OneEmbedding,hadn't thought,isn't understanding,311,311_MM_his,mm,MatchMatch,poss,Kevin hadn't thought that Patrick isn't understanding,his,3.4981026649475098
OneEmbedding,hadn't thought,isn't understanding,311,311_MF_his,mf,MatchMismatch,poss,Kevin hadn't thought that Maria isn't understanding,his,5.440240383148193
OneEmbedding,hadn't thought,isn't understanding,311,311_FM_his,fm,MismatchMatch,poss,This woman hadn't thought that Patrick isn't understanding,his,4.8738322257995605
OneEmbedding,hadn't thought,isn't understanding,311,311_FF_his,ff,MismatchMismatch,poss,This woman hadn't thought that Maria isn't understanding,his,8.520347595214844
OneEmbedding,remembered,has lost,312,312_MM_him,mm,MatchMatch,obj,Martin remembered that James has lost,him,8.484574317932129
OneEmbedding,remembered,has lost,312,312_MF_him,mf,MatchMismatch,obj,Martin remembered that Ann has lost,him,8.034420013427734
OneEmbedding,remembered,has lost,312,312_FM_him,fm,MismatchMatch,obj,The ex-girlfriend remembered that James has lost,him,8.356987953186035
OneEmbedding,remembered,has lost,312,312_FF_him,ff,MismatchMismatch,obj,The ex-girlfriend remembered that Ann has lost,him,8.058454513549805
OneEmbedding,remembered,has lost,312,312_MM_his,mm,MatchMatch,poss,Martin remembered that James has lost,his,1.1422302722930908
OneEmbedding,remembered,has lost,312,312_MF_his,mf,MatchMismatch,poss,Martin remembered that Ann has lost,his,4.50356388092041
OneEmbedding,remembered,has lost,312,312_FM_his,fm,MismatchMatch,poss,The ex-girlfriend remembered that James has lost,his,1.4190595149993896
OneEmbedding,remembered,has lost,312,312_FF_his,ff,MismatchMismatch,poss,The ex-girlfriend remembered that Ann has lost,his,5.410548686981201
OneEmbedding,was arguing,upset,313,313_MM_him,mm,MatchMatch,obj,Scott was arguing that Joseph upset,him,3.5158421993255615
OneEmbedding,was arguing,upset,313,313_MF_him,mf,MatchMismatch,obj,Scott was arguing that Cheryl upset,him,1.3238838911056519
OneEmbedding,was arguing,upset,313,313_FM_him,fm,MismatchMatch,obj,The lady was arguing that Joseph upset,him,3.9842870235443115
OneEmbedding,was arguing,upset,313,313_FF_him,ff,MismatchMismatch,obj,The lady was arguing that Cheryl upset,him,2.6119840145111084
OneEmbedding,was arguing,upset,313,313_MM_his,mm,MatchMatch,poss,Scott was arguing that Joseph upset,his,2.9672369956970215
OneEmbedding,was arguing,upset,313,313_MF_his,mf,MatchMismatch,poss,Scott was arguing that Cheryl upset,his,4.742976188659668
OneEmbedding,was arguing,upset,313,313_FM_his,fm,MismatchMatch,poss,The lady was arguing that Joseph upset,his,4.090877532958984
OneEmbedding,was arguing,upset,313,313_FF_his,ff,MismatchMismatch,poss,The lady was arguing that Cheryl upset,his,6.687340259552002
OneEmbedding,shouldn't admit,had confused,314,314_MM_him,mm,MatchMatch,obj,Walter shouldn't admit that Roger had confused,him,1.9051754474639893
OneEmbedding,shouldn't admit,had confused,314,314_MF_him,mf,MatchMismatch,obj,Walter shouldn't admit that Jodi had confused,him,1.8843830823898315
OneEmbedding,shouldn't admit,had confused,314,314_FM_him,fm,MismatchMatch,obj,Cindy shouldn't admit that Roger had confused,him,2.825108766555786
OneEmbedding,shouldn't admit,had confused,314,314_FF_him,ff,MismatchMismatch,obj,Cindy shouldn't admit that Jodi had confused,him,2.812716245651245
OneEmbedding,shouldn't admit,had confused,314,314_MM_his,mm,MatchMatch,poss,Walter shouldn't admit that Roger had confused,his,3.4167187213897705
OneEmbedding,shouldn't admit,had confused,314,314_MF_his,mf,MatchMismatch,poss,Walter shouldn't admit that Jodi had confused,his,4.717380046844482
OneEmbedding,shouldn't admit,had confused,314,314_FM_his,fm,MismatchMatch,poss,Cindy shouldn't admit that Roger had confused,his,3.5582666397094727
OneEmbedding,shouldn't admit,had confused,314,314_FF_his,ff,MismatchMismatch,poss,Cindy shouldn't admit that Jodi had confused,his,5.565913677215576
OneEmbedding,finds out,draws,315,315_MM_him,mm,MatchMatch,obj,Walter finds out that William draws,him,6.9034881591796875
OneEmbedding,finds out,draws,315,315_MF_him,mf,MatchMismatch,obj,Walter finds out that Lori draws,him,6.518128395080566
OneEmbedding,finds out,draws,315,315_FM_him,fm,MismatchMatch,obj,Rachel finds out that William draws,him,5.9411163330078125
OneEmbedding,finds out,draws,315,315_FF_him,ff,MismatchMismatch,obj,Rachel finds out that Lori draws,him,5.734964847564697
OneEmbedding,finds out,draws,315,315_MM_his,mm,MatchMatch,poss,Walter finds out that William draws,his,3.1467816829681396
OneEmbedding,finds out,draws,315,315_MF_his,mf,MatchMismatch,poss,Walter finds out that Lori draws,his,5.064932823181152
OneEmbedding,finds out,draws,315,315_FM_his,fm,MismatchMatch,poss,Rachel finds out that William draws,his,2.976707935333252
OneEmbedding,finds out,draws,315,315_FF_his,ff,MismatchMismatch,poss,Rachel finds out that Lori draws,his,5.240832805633545
OneEmbedding,should suggest,might heal,316,316_MM_him,mm,MatchMatch,obj,George should suggest that Lawrence might heal,him,4.982628345489502
OneEmbedding,should suggest,might heal,316,316_MF_him,mf,MatchMismatch,obj,George should suggest that the girlfriend might heal,him,4.113334655761719
OneEmbedding,should suggest,might heal,316,316_FM_him,fm,MismatchMatch,obj,Nancy should suggest that Lawrence might heal,him,6.474060535430908
OneEmbedding,should suggest,might heal,316,316_FF_him,ff,MismatchMismatch,obj,Nancy should suggest that the girlfriend might heal,him,6.356070518493652
OneEmbedding,should suggest,might heal,316,316_MM_his,mm,MatchMatch,poss,George should suggest that Lawrence might heal,his,3.9888932704925537
OneEmbedding,should suggest,might heal,316,316_MF_his,mf,MatchMismatch,poss,George should suggest that the girlfriend might heal,his,5.89546012878418
OneEmbedding,should suggest,might heal,316,316_FM_his,fm,MismatchMatch,poss,Nancy should suggest that Lawrence might heal,his,4.101382255554199
OneEmbedding,should suggest,might heal,316,316_FF_his,ff,MismatchMismatch,poss,Nancy should suggest that the girlfriend might heal,his,7.47034215927124
OneEmbedding,wasn't confessing,was curing,317,317_MM_him,mm,MatchMatch,obj,Roger wasn't confessing that Joseph was curing,him,3.0204670429229736
OneEmbedding,wasn't confessing,was curing,317,317_MF_him,mf,MatchMismatch,obj,Roger wasn't confessing that Susan was curing,him,2.459541082382202
OneEmbedding,wasn't confessing,was curing,317,317_FM_him,fm,MismatchMatch,obj,This daughter wasn't confessing that Joseph was curing,him,4.183701992034912
