exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
OneEmbedding,can reveal,had exposed,269,269_MF_him,mf,MatchMismatch,obj,Michael can reveal that the woman had exposed,him,5.855373382568359
OneEmbedding,can reveal,had exposed,269,269_FM_him,fm,MismatchMatch,obj,Carol can reveal that that ex-boyfriend had exposed,him,4.500940799713135
OneEmbedding,can reveal,had exposed,269,269_FF_him,ff,MismatchMismatch,obj,Carol can reveal that the woman had exposed,him,6.109251022338867
OneEmbedding,can reveal,had exposed,269,269_MM_his,mm,MatchMatch,poss,Michael can reveal that that ex-boyfriend had exposed,his,3.227266788482666
OneEmbedding,can reveal,had exposed,269,269_MF_his,mf,MatchMismatch,poss,Michael can reveal that the woman had exposed,his,7.591461181640625
OneEmbedding,can reveal,had exposed,269,269_FM_his,fm,MismatchMatch,poss,Carol can reveal that that ex-boyfriend had exposed,his,2.931471347808838
OneEmbedding,can reveal,had exposed,269,269_FF_his,ff,MismatchMismatch,poss,Carol can reveal that the woman had exposed,his,8.067660331726074
OneEmbedding,hates,fights,270,270_MM_him,mm,MatchMatch,obj,Adam hates that Scott fights,him,5.822721004486084
OneEmbedding,hates,fights,270,270_MF_him,mf,MatchMismatch,obj,Adam hates that Sarah fights,him,5.037070274353027
OneEmbedding,hates,fights,270,270_FM_him,fm,MismatchMatch,obj,Suzanne hates that Scott fights,him,6.710840702056885
OneEmbedding,hates,fights,270,270_FF_him,ff,MismatchMismatch,obj,Suzanne hates that Sarah fights,him,6.368747711181641
OneEmbedding,hates,fights,270,270_MM_his,mm,MatchMatch,poss,Adam hates that Scott fights,his,5.844615459442139
OneEmbedding,hates,fights,270,270_MF_his,mf,MatchMismatch,poss,Adam hates that Sarah fights,his,7.882378101348877
OneEmbedding,hates,fights,270,270_FM_his,fm,MismatchMatch,poss,Suzanne hates that Scott fights,his,5.80638313293457
OneEmbedding,hates,fights,270,270_FF_his,ff,MismatchMismatch,poss,Suzanne hates that Sarah fights,his,9.548737525939941
OneEmbedding,wouldn't write,had embarrassed,271,271_MM_him,mm,MatchMatch,obj,The ex-boyfriend wouldn't write that Charles had embarrassed,him,1.2386959791183472
OneEmbedding,wouldn't write,had embarrassed,271,271_MF_him,mf,MatchMismatch,obj,The ex-boyfriend wouldn't write that Diane had embarrassed,him,1.1293326616287231
OneEmbedding,wouldn't write,had embarrassed,271,271_FM_him,fm,MismatchMatch,obj,Nancy wouldn't write that Charles had embarrassed,him,3.0747294425964355
OneEmbedding,wouldn't write,had embarrassed,271,271_FF_him,ff,MismatchMismatch,obj,Nancy wouldn't write that Diane had embarrassed,him,2.74053955078125
OneEmbedding,wouldn't write,had embarrassed,271,271_MM_his,mm,MatchMatch,poss,The ex-boyfriend wouldn't write that Charles had embarrassed,his,5.080620765686035
OneEmbedding,wouldn't write,had embarrassed,271,271_MF_his,mf,MatchMismatch,poss,The ex-boyfriend wouldn't write that Diane had embarrassed,his,7.34557580947876
OneEmbedding,wouldn't write,had embarrassed,271,271_FM_his,fm,MismatchMatch,poss,Nancy wouldn't write that Charles had embarrassed,his,4.430652618408203
OneEmbedding,wouldn't write,had embarrassed,271,271_FF_his,ff,MismatchMismatch,poss,Nancy wouldn't write that Diane had embarrassed,his,9.063760757446289
OneEmbedding,isn't agreeing,can't dislike,272,272_MM_him,mm,MatchMatch,obj,This grandfather isn't agreeing that Curtis can't dislike,him,4.086716175079346
OneEmbedding,isn't agreeing,can't dislike,272,272_MF_him,mf,MatchMismatch,obj,This grandfather isn't agreeing that Dawn can't dislike,him,3.1001837253570557
OneEmbedding,isn't agreeing,can't dislike,272,272_FM_him,fm,MismatchMatch,obj,Debra isn't agreeing that Curtis can't dislike,him,4.468316555023193
OneEmbedding,isn't agreeing,can't dislike,272,272_FF_him,ff,MismatchMismatch,obj,Debra isn't agreeing that Dawn can't dislike,him,4.006097793579102
OneEmbedding,isn't agreeing,can't dislike,272,272_MM_his,mm,MatchMatch,poss,This grandfather isn't agreeing that Curtis can't dislike,his,4.418817043304443
OneEmbedding,isn't agreeing,can't dislike,272,272_MF_his,mf,MatchMismatch,poss,This grandfather isn't agreeing that Dawn can't dislike,his,6.250165939331055
OneEmbedding,isn't agreeing,can't dislike,272,272_FM_his,fm,MismatchMatch,poss,Debra isn't agreeing that Curtis can't dislike,his,5.251244068145752
OneEmbedding,isn't agreeing,can't dislike,272,272_FF_his,ff,MismatchMismatch,poss,Debra isn't agreeing that Dawn can't dislike,his,7.629585266113281
OneEmbedding,hasn't believed,boasts about,273,273_MM_him,mm,MatchMatch,obj,James hasn't believed that Patrick boasts about,him,5.5534210205078125
OneEmbedding,hasn't believed,boasts about,273,273_MF_him,mf,MatchMismatch,obj,James hasn't believed that Carrie boasts about,him,5.2448930740356445
OneEmbedding,hasn't believed,boasts about,273,273_FM_him,fm,MismatchMatch,obj,Stacey hasn't believed that Patrick boasts about,him,5.862434387207031
OneEmbedding,hasn't believed,boasts about,273,273_FF_him,ff,MismatchMismatch,obj,Stacey hasn't believed that Carrie boasts about,him,5.708927154541016
OneEmbedding,hasn't believed,boasts about,273,273_MM_his,mm,MatchMatch,poss,James hasn't believed that Patrick boasts about,his,2.238100290298462
OneEmbedding,hasn't believed,boasts about,273,273_MF_his,mf,MatchMismatch,poss,James hasn't believed that Carrie boasts about,his,5.022276878356934
OneEmbedding,hasn't believed,boasts about,273,273_FM_his,fm,MismatchMatch,poss,Stacey hasn't believed that Patrick boasts about,his,2.175797939300537
OneEmbedding,hasn't believed,boasts about,273,273_FF_his,ff,MismatchMismatch,poss,Stacey hasn't believed that Carrie boasts about,his,5.498208522796631
OneEmbedding,shouts,isn't teaching,274,274_MM_him,mm,MatchMatch,obj,The grandfather shouts that Mark isn't teaching,him,3.5940752029418945
OneEmbedding,shouts,isn't teaching,274,274_MF_him,mf,MatchMismatch,obj,The grandfather shouts that Florence isn't teaching,him,3.2894694805145264
OneEmbedding,shouts,isn't teaching,274,274_FM_him,fm,MismatchMatch,obj,This woman shouts that Mark isn't teaching,him,6.861542224884033
OneEmbedding,shouts,isn't teaching,274,274_FF_him,ff,MismatchMismatch,obj,This woman shouts that Florence isn't teaching,him,5.274082660675049
OneEmbedding,shouts,isn't teaching,274,274_MM_his,mm,MatchMatch,poss,The grandfather shouts that Mark isn't teaching,his,3.215665578842163
OneEmbedding,shouts,isn't teaching,274,274_MF_his,mf,MatchMismatch,poss,The grandfather shouts that Florence isn't teaching,his,5.217487335205078
OneEmbedding,shouts,isn't teaching,274,274_FM_his,fm,MismatchMatch,poss,This woman shouts that Mark isn't teaching,his,3.9780828952789307
OneEmbedding,shouts,isn't teaching,274,274_FF_his,ff,MismatchMismatch,poss,This woman shouts that Florence isn't teaching,his,8.043014526367188
OneEmbedding,had believed,hasn't fought,275,275_MM_him,mm,MatchMatch,obj,This nephew had believed that Gary hasn't fought,him,5.505880832672119
OneEmbedding,had believed,hasn't fought,275,275_MF_him,mf,MatchMismatch,obj,This nephew had believed that the grandmother hasn't fought,him,4.727083206176758
OneEmbedding,had believed,hasn't fought,275,275_FM_him,fm,MismatchMatch,obj,Kirsten had believed that Gary hasn't fought,him,5.580760955810547
OneEmbedding,had believed,hasn't fought,275,275_FF_him,ff,MismatchMismatch,obj,Kirsten had believed that the grandmother hasn't fought,him,5.259885787963867
OneEmbedding,had believed,hasn't fought,275,275_MM_his,mm,MatchMatch,poss,This nephew had believed that Gary hasn't fought,his,6.06565523147583
OneEmbedding,had believed,hasn't fought,275,275_MF_his,mf,MatchMismatch,poss,This nephew had believed that the grandmother hasn't fought,his,7.4787516593933105
OneEmbedding,had believed,hasn't fought,275,275_FM_his,fm,MismatchMatch,poss,Kirsten had believed that Gary hasn't fought,his,5.277373790740967
OneEmbedding,had believed,hasn't fought,275,275_FF_his,ff,MismatchMismatch,poss,Kirsten had believed that the grandmother hasn't fought,his,7.938364028930664
OneEmbedding,believed,can't aggravate,276,276_MM_him,mm,MatchMatch,obj,That guy believed that the grandson can't aggravate,him,4.707182884216309
OneEmbedding,believed,can't aggravate,276,276_MF_him,mf,MatchMismatch,obj,That guy believed that Paula can't aggravate,him,2.988067865371704
OneEmbedding,believed,can't aggravate,276,276_FM_him,fm,MismatchMatch,obj,This niece believed that the grandson can't aggravate,him,6.3487958908081055
OneEmbedding,believed,can't aggravate,276,276_FF_him,ff,MismatchMismatch,obj,This niece believed that Paula can't aggravate,him,4.932431221008301
OneEmbedding,believed,can't aggravate,276,276_MM_his,mm,MatchMatch,poss,That guy believed that the grandson can't aggravate,his,3.707612991333008
OneEmbedding,believed,can't aggravate,276,276_MF_his,mf,MatchMismatch,poss,That guy believed that Paula can't aggravate,his,4.644932270050049
OneEmbedding,believed,can't aggravate,276,276_FM_his,fm,MismatchMatch,poss,This niece believed that the grandson can't aggravate,his,3.5096938610076904
OneEmbedding,believed,can't aggravate,276,276_FF_his,ff,MismatchMismatch,poss,This niece believed that Paula can't aggravate,his,6.421106815338135
OneEmbedding,would dislike,wasn't describing,277,277_MM_him,mm,MatchMatch,obj,Randolf would dislike that Dan wasn't describing,him,2.9527299404144287
OneEmbedding,would dislike,wasn't describing,277,277_MF_him,mf,MatchMismatch,obj,Randolf would dislike that Suzanne wasn't describing,him,3.1352856159210205
OneEmbedding,would dislike,wasn't describing,277,277_FM_him,fm,MismatchMatch,obj,Nicole would dislike that Dan wasn't describing,him,5.198571681976318
OneEmbedding,would dislike,wasn't describing,277,277_FF_him,ff,MismatchMismatch,obj,Nicole would dislike that Suzanne wasn't describing,him,4.864564895629883
OneEmbedding,would dislike,wasn't describing,277,277_MM_his,mm,MatchMatch,poss,Randolf would dislike that Dan wasn't describing,his,3.5034117698669434
OneEmbedding,would dislike,wasn't describing,277,277_MF_his,mf,MatchMismatch,poss,Randolf would dislike that Suzanne wasn't describing,his,4.833747386932373
OneEmbedding,would dislike,wasn't describing,277,277_FM_his,fm,MismatchMatch,poss,Nicole would dislike that Dan wasn't describing,his,3.7023561000823975
OneEmbedding,would dislike,wasn't describing,277,277_FF_his,ff,MismatchMismatch,poss,Nicole would dislike that Suzanne wasn't describing,his,6.130453586578369
OneEmbedding,argues,can't impress,278,278_MM_him,mm,MatchMatch,obj,Russell argues that James can't impress,him,5.000208377838135
OneEmbedding,argues,can't impress,278,278_MF_him,mf,MatchMismatch,obj,Russell argues that Carrie can't impress,him,3.391030788421631
OneEmbedding,argues,can't impress,278,278_FM_him,fm,MismatchMatch,obj,Heidi argues that James can't impress,him,6.302327632904053
OneEmbedding,argues,can't impress,278,278_FF_him,ff,MismatchMismatch,obj,Heidi argues that Carrie can't impress,him,3.504551887512207
OneEmbedding,argues,can't impress,278,278_MM_his,mm,MatchMatch,poss,Russell argues that James can't impress,his,3.5083889961242676
OneEmbedding,argues,can't impress,278,278_MF_his,mf,MatchMismatch,poss,Russell argues that Carrie can't impress,his,6.965532302856445
OneEmbedding,argues,can't impress,278,278_FM_his,fm,MismatchMatch,poss,Heidi argues that James can't impress,his,3.652048110961914
OneEmbedding,argues,can't impress,278,278_FF_his,ff,MismatchMismatch,poss,Heidi argues that Carrie can't impress,his,7.745635032653809
OneEmbedding,can remember,stunned,279,279_MM_him,mm,MatchMatch,obj,Steve can remember that Scott stunned,him,1.312530517578125
OneEmbedding,can remember,stunned,279,279_MF_him,mf,MatchMismatch,obj,Steve can remember that Angela stunned,him,0.6926501989364624
OneEmbedding,can remember,stunned,279,279_FM_him,fm,MismatchMatch,obj,Jane can remember that Scott stunned,him,3.9699201583862305
OneEmbedding,can remember,stunned,279,279_FF_him,ff,MismatchMismatch,obj,Jane can remember that Angela stunned,him,2.2075676918029785
OneEmbedding,can remember,stunned,279,279_MM_his,mm,MatchMatch,poss,Steve can remember that Scott stunned,his,5.760916709899902
OneEmbedding,can remember,stunned,279,279_MF_his,mf,MatchMismatch,poss,Steve can remember that Angela stunned,his,6.9449310302734375
OneEmbedding,can remember,stunned,279,279_FM_his,fm,MismatchMatch,poss,Jane can remember that Scott stunned,his,6.6965413093566895
OneEmbedding,can remember,stunned,279,279_FF_his,ff,MismatchMismatch,poss,Jane can remember that Angela stunned,his,8.3610200881958
OneEmbedding,insists,disagreed with,280,280_MM_him,mm,MatchMatch,obj,Wayne insists that this grandfather disagreed with,him,3.3293464183807373
OneEmbedding,insists,disagreed with,280,280_MF_him,mf,MatchMismatch,obj,Wayne insists that the grandmother disagreed with,him,2.7089617252349854
OneEmbedding,insists,disagreed with,280,280_FM_him,fm,MismatchMatch,obj,Sabrina insists that this grandfather disagreed with,him,5.276511192321777
OneEmbedding,insists,disagreed with,280,280_FF_him,ff,MismatchMismatch,obj,Sabrina insists that the grandmother disagreed with,him,4.360166072845459
OneEmbedding,insists,disagreed with,280,280_MM_his,mm,MatchMatch,poss,Wayne insists that this grandfather disagreed with,his,2.5539634227752686
OneEmbedding,insists,disagreed with,280,280_MF_his,mf,MatchMismatch,poss,Wayne insists that the grandmother disagreed with,his,2.2954952716827393
OneEmbedding,insists,disagreed with,280,280_FM_his,fm,MismatchMatch,poss,Sabrina insists that this grandfather disagreed with,his,3.3928630352020264
OneEmbedding,insists,disagreed with,280,280_FF_his,ff,MismatchMismatch,poss,Sabrina insists that the grandmother disagreed with,his,4.240388870239258
OneEmbedding,had whispered,had worked with,281,281_MM_him,mm,MatchMatch,obj,Eric had whispered that George had worked with,him,3.9438538551330566
OneEmbedding,had whispered,had worked with,281,281_MF_him,mf,MatchMismatch,obj,Eric had whispered that Carrie had worked with,him,3.439222574234009
OneEmbedding,had whispered,had worked with,281,281_FM_him,fm,MismatchMatch,obj,Janet had whispered that George had worked with,him,4.086181640625
OneEmbedding,had whispered,had worked with,281,281_FF_him,ff,MismatchMismatch,obj,Janet had whispered that Carrie had worked with,him,3.5593082904815674
OneEmbedding,had whispered,had worked with,281,281_MM_his,mm,MatchMatch,poss,Eric had whispered that George had worked with,his,4.635035514831543
OneEmbedding,had whispered,had worked with,281,281_MF_his,mf,MatchMismatch,poss,Eric had whispered that Carrie had worked with,his,6.3651041984558105
OneEmbedding,had whispered,had worked with,281,281_FM_his,fm,MismatchMatch,poss,Janet had whispered that George had worked with,his,4.581984043121338
OneEmbedding,had whispered,had worked with,281,281_FF_his,ff,MismatchMismatch,poss,Janet had whispered that Carrie had worked with,his,6.549088478088379
OneEmbedding,whispers,might criticize,282,282_MM_him,mm,MatchMatch,obj,Thomas whispers that Marcus might criticize,him,1.7395740747451782
OneEmbedding,whispers,might criticize,282,282_MF_him,mf,MatchMismatch,obj,Thomas whispers that Claire might criticize,him,1.43575119972229
OneEmbedding,whispers,might criticize,282,282_FM_him,fm,MismatchMatch,obj,Allison whispers that Marcus might criticize,him,2.4064013957977295
OneEmbedding,whispers,might criticize,282,282_FF_him,ff,MismatchMismatch,obj,Allison whispers that Claire might criticize,him,1.7492133378982544
OneEmbedding,whispers,might criticize,282,282_MM_his,mm,MatchMatch,poss,Thomas whispers that Marcus might criticize,his,3.6057796478271484
OneEmbedding,whispers,might criticize,282,282_MF_his,mf,MatchMismatch,poss,Thomas whispers that Claire might criticize,his,3.658979654312134
OneEmbedding,whispers,might criticize,282,282_FM_his,fm,MismatchMatch,poss,Allison whispers that Marcus might criticize,his,3.7576756477355957
OneEmbedding,whispers,might criticize,282,282_FF_his,ff,MismatchMismatch,poss,Allison whispers that Claire might criticize,his,4.057410717010498
OneEmbedding,hopes,won't lead,283,283_MM_him,mm,MatchMatch,obj,Todd hopes that Curtis won't lead,him,4.03111457824707
OneEmbedding,hopes,won't lead,283,283_MF_him,mf,MatchMismatch,obj,Todd hopes that Jessica won't lead,him,3.5428686141967773
OneEmbedding,hopes,won't lead,283,283_FM_him,fm,MismatchMatch,obj,Laura hopes that Curtis won't lead,him,5.091572284698486
OneEmbedding,hopes,won't lead,283,283_FF_him,ff,MismatchMismatch,obj,Laura hopes that Jessica won't lead,him,4.3282880783081055
OneEmbedding,hopes,won't lead,283,283_MM_his,mm,MatchMatch,poss,Todd hopes that Curtis won't lead,his,4.503014087677002
OneEmbedding,hopes,won't lead,283,283_MF_his,mf,MatchMismatch,poss,Todd hopes that Jessica won't lead,his,7.04020881652832
