exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
simple,aggravated,226,226_F_him,f,Mismatch,obj,Naomi aggravated,him,7.1075005531311035
simple,aggravated,226,226_F_his,f,Mismatch,poss,Naomi aggravated,his,3.97666335105896
simple,fights,227,227_M_him,m,Match,obj,That ex-boyfriend fights,him,7.155422210693359
simple,fights,227,227_M_his,m,Match,poss,That ex-boyfriend fights,his,5.203257083892822
simple,fights,227,227_F_him,f,Mismatch,obj,Danielle fights,him,8.64289665222168
simple,fights,227,227_F_his,f,Mismatch,poss,Danielle fights,his,6.873319625854492
simple,might appreciate,228,228_M_him,m,Match,obj,This grandson might appreciate,him,7.580236434936523
simple,might appreciate,228,228_M_his,m,Match,poss,This grandson might appreciate,his,5.1120805740356445
simple,might appreciate,228,228_F_him,f,Mismatch,obj,Irene might appreciate,him,8.224002838134766
simple,might appreciate,228,228_F_his,f,Mismatch,poss,Irene might appreciate,his,6.752469539642334
simple,fights,229,229_M_him,m,Match,obj,Kevin fights,him,8.423192024230957
simple,fights,229,229_M_his,m,Match,poss,Kevin fights,his,5.02894926071167
simple,fights,229,229_F_him,f,Mismatch,obj,Debra fights,him,8.25545883178711
simple,fights,229,229_F_his,f,Mismatch,poss,Debra fights,his,8.399065017700195
simple,wasn't hurting,230,230_M_him,m,Match,obj,Liam wasn't hurting,him,6.258326053619385
simple,wasn't hurting,230,230_M_his,m,Match,poss,Liam wasn't hurting,his,5.4683732986450195
simple,wasn't hurting,230,230_F_him,f,Mismatch,obj,Suzanne wasn't hurting,him,5.429759979248047
simple,wasn't hurting,230,230_F_his,f,Mismatch,poss,Suzanne wasn't hurting,his,8.619013786315918
simple,won't notice,231,231_M_him,m,Match,obj,Christopher won't notice,him,7.858618259429932
simple,won't notice,231,231_M_his,m,Match,poss,Christopher won't notice,his,6.621122360229492
simple,won't notice,231,231_F_him,f,Mismatch,obj,That ex-girlfriend won't notice,him,6.475659370422363
simple,won't notice,231,231_F_his,f,Mismatch,poss,That ex-girlfriend won't notice,his,6.573707103729248
simple,visits,232,232_M_him,m,Match,obj,Rodney visits,him,7.081640243530273
simple,visits,232,232_M_his,m,Match,poss,Rodney visits,his,4.7771759033203125
simple,visits,232,232_F_him,f,Mismatch,obj,That girl visits,him,4.1918253898620605
simple,visits,232,232_F_his,f,Mismatch,poss,That girl visits,his,6.578808784484863
simple,disgusts,233,233_M_him,m,Match,obj,Bruce disgusts,him,4.132957458496094
simple,disgusts,233,233_M_his,m,Match,poss,Bruce disgusts,his,6.301694869995117
simple,disgusts,233,233_F_him,f,Mismatch,obj,Samantha disgusts,him,3.9709341526031494
simple,disgusts,233,233_F_his,f,Mismatch,poss,Samantha disgusts,his,7.806221008300781
simple,forgets,234,234_M_him,m,Match,obj,Donald forgets,him,9.367216110229492
simple,forgets,234,234_M_his,m,Match,poss,Donald forgets,his,3.507213830947876
simple,forgets,234,234_F_him,f,Mismatch,obj,Susan forgets,him,8.74649715423584
simple,forgets,234,234_F_his,f,Mismatch,poss,Susan forgets,his,6.486013412475586
simple,might forget,235,235_M_him,m,Match,obj,Adam might forget,him,7.522619247436523
simple,might forget,235,235_M_his,m,Match,poss,Adam might forget,his,3.9349145889282227
simple,might forget,235,235_F_him,f,Mismatch,obj,Brenda might forget,him,8.209712982177734
simple,might forget,235,235_F_his,f,Mismatch,poss,Brenda might forget,his,5.840555667877197
simple,hadn't revealed,236,236_M_him,m,Match,obj,Gregory hadn't revealed,him,8.789280891418457
simple,hadn't revealed,236,236_M_his,m,Match,poss,Gregory hadn't revealed,his,3.1933491230010986
simple,hadn't revealed,236,236_F_him,f,Mismatch,obj,Janet hadn't revealed,him,8.811826705932617
simple,hadn't revealed,236,236_F_his,f,Mismatch,poss,Janet hadn't revealed,his,6.338471412658691
simple,shoots,237,237_M_him,m,Match,obj,The ex-boyfriend shoots,him,4.6793928146362305
simple,shoots,237,237_M_his,m,Match,poss,The ex-boyfriend shoots,his,3.7195584774017334
simple,shoots,237,237_F_him,f,Mismatch,obj,Nicole shoots,him,4.56648588180542
simple,shoots,237,237_F_his,f,Mismatch,poss,Nicole shoots,his,6.990089416503906
simple,might hurt,238,238_M_him,m,Match,obj,Wayne might hurt,him,4.735825061798096
simple,might hurt,238,238_M_his,m,Match,poss,Wayne might hurt,his,3.310667037963867
simple,might hurt,238,238_F_him,f,Mismatch,obj,Nicole might hurt,him,4.233292579650879
simple,might hurt,238,238_F_his,f,Mismatch,poss,Nicole might hurt,his,5.064425468444824
simple,couldn't choose,239,239_M_him,m,Match,obj,Steve couldn't choose,him,10.084562301635742
simple,couldn't choose,239,239_M_his,m,Match,poss,Steve couldn't choose,his,4.791519641876221
simple,couldn't choose,239,239_F_him,f,Mismatch,obj,Stacey couldn't choose,him,9.755019187927246
simple,couldn't choose,239,239_F_his,f,Mismatch,poss,Stacey couldn't choose,his,8.858123779296875
simple,had observed,240,240_M_him,m,Match,obj,The grandson had observed,him,6.107095718383789
simple,had observed,240,240_M_his,m,Match,poss,The grandson had observed,his,4.126395225524902
simple,had observed,240,240_F_him,f,Mismatch,obj,Mary had observed,him,6.21892786026001
simple,had observed,240,240_F_his,f,Mismatch,poss,Mary had observed,his,7.119170665740967
simple,had bored,241,241_M_him,m,Match,obj,This ex-husband had bored,him,4.535877227783203
simple,had bored,241,241_M_his,m,Match,poss,This ex-husband had bored,his,3.138340473175049
simple,had bored,241,241_F_him,f,Mismatch,obj,Samantha had bored,him,3.6954293251037598
simple,had bored,241,241_F_his,f,Mismatch,poss,Samantha had bored,his,6.981801986694336
simple,isn't complaining about,242,242_M_him,m,Match,obj,This ex-boyfriend isn't complaining about,him,7.452642440795898
simple,isn't complaining about,242,242_M_his,m,Match,poss,This ex-boyfriend isn't complaining about,his,3.3266255855560303
simple,isn't complaining about,242,242_F_him,f,Mismatch,obj,Bethany isn't complaining about,him,7.801987171173096
simple,isn't complaining about,242,242_F_his,f,Mismatch,poss,Bethany isn't complaining about,his,6.7090277671813965
simple,could underwhelm,243,243_M_him,m,Match,obj,David could underwhelm,him,7.799654483795166
simple,could underwhelm,243,243_M_his,m,Match,poss,David could underwhelm,his,5.916896343231201
simple,could underwhelm,243,243_F_him,f,Mismatch,obj,Natalie could underwhelm,him,6.487896919250488
simple,could underwhelm,243,243_F_his,f,Mismatch,poss,Natalie could underwhelm,his,8.137723922729492
simple,strikes,244,244_M_him,m,Match,obj,Carlos strikes,him,8.486173629760742
simple,strikes,244,244_M_his,m,Match,poss,Carlos strikes,his,7.217678546905518
simple,strikes,244,244_F_him,f,Mismatch,obj,Ann strikes,him,6.653220176696777
simple,strikes,244,244_F_his,f,Mismatch,poss,Ann strikes,his,5.633257865905762
simple,was shooting,245,245_M_him,m,Match,obj,Vincent was shooting,him,6.710659980773926
simple,was shooting,245,245_M_his,m,Match,poss,Vincent was shooting,his,5.192857265472412
simple,was shooting,245,245_F_him,f,Mismatch,obj,Susan was shooting,him,5.757404804229736
simple,was shooting,245,245_F_his,f,Mismatch,poss,Susan was shooting,his,7.162334442138672
simple,visited,246,246_M_him,m,Match,obj,Frank visited,him,6.117933750152588
simple,visited,246,246_M_his,m,Match,poss,Frank visited,his,5.12985372543335
simple,visited,246,246_F_him,f,Mismatch,obj,Emily visited,him,5.520674228668213
simple,visited,246,246_F_his,f,Mismatch,poss,Emily visited,his,5.844097137451172
simple,is examining,247,247_M_him,m,Match,obj,Roger is examining,him,9.32252311706543
simple,is examining,247,247_M_his,m,Match,poss,Roger is examining,his,5.695837020874023
simple,is examining,247,247_F_him,f,Mismatch,obj,Jodi is examining,him,9.09300708770752
simple,is examining,247,247_F_his,f,Mismatch,poss,Jodi is examining,his,6.732206344604492
simple,can like,248,248_M_him,m,Match,obj,Rodney can like,him,6.18206787109375
simple,can like,248,248_M_his,m,Match,poss,Rodney can like,his,5.73860502243042
simple,can like,248,248_F_him,f,Mismatch,obj,Grace can like,him,7.155243396759033
simple,can like,248,248_F_his,f,Mismatch,poss,Grace can like,his,7.560982704162598
simple,questioned,249,249_M_him,m,Match,obj,The brother questioned,him,4.180720806121826
simple,questioned,249,249_M_his,m,Match,poss,The brother questioned,his,5.076632499694824
simple,questioned,249,249_F_him,f,Mismatch,obj,April questioned,him,5.92103385925293
simple,questioned,249,249_F_his,f,Mismatch,poss,April questioned,his,5.326268672943115
simple,distracted,250,250_M_him,m,Match,obj,Bradley distracted,him,4.164852619171143
simple,distracted,250,250_M_his,m,Match,poss,Bradley distracted,his,5.802181243896484
simple,distracted,250,250_F_him,f,Mismatch,obj,Anne distracted,him,3.6506800651550293
simple,distracted,250,250_F_his,f,Mismatch,poss,Anne distracted,his,6.030289649963379
simple,had attacked,251,251_M_him,m,Match,obj,Omar had attacked,him,4.180398464202881
simple,had attacked,251,251_M_his,m,Match,poss,Omar had attacked,his,4.787064075469971
simple,had attacked,251,251_F_him,f,Mismatch,obj,Margaret had attacked,him,3.1461470127105713
simple,had attacked,251,251_F_his,f,Mismatch,poss,Margaret had attacked,his,6.043109893798828
simple,couldn't forgive,252,252_M_him,m,Match,obj,William couldn't forgive,him,3.9853665828704834
simple,couldn't forgive,252,252_M_his,m,Match,poss,William couldn't forgive,his,4.224728107452393
simple,couldn't forgive,252,252_F_him,f,Mismatch,obj,Marie couldn't forgive,him,2.356905698776245
simple,couldn't forgive,252,252_F_his,f,Mismatch,poss,Marie couldn't forgive,his,6.649377346038818
simple,hadn't listened to,253,253_M_him,m,Match,obj,Brian hadn't listened to,him,4.18106746673584
simple,hadn't listened to,253,253_M_his,m,Match,poss,Brian hadn't listened to,his,3.5438449382781982
simple,hadn't listened to,253,253_F_him,f,Mismatch,obj,Eva hadn't listened to,him,3.946204900741577
simple,hadn't listened to,253,253_F_his,f,Mismatch,poss,Eva hadn't listened to,his,3.686443328857422
simple,shoots,254,254_M_him,m,Match,obj,Robert shoots,him,5.1158366203308105
simple,shoots,254,254_M_his,m,Match,poss,Robert shoots,his,4.677125930786133
simple,shoots,254,254_F_him,f,Mismatch,obj,That niece shoots,him,3.230443239212036
simple,shoots,254,254_F_his,f,Mismatch,poss,That niece shoots,his,6.831958293914795
simple,couldn't discover,255,255_M_him,m,Match,obj,That husband couldn't discover,him,8.747356414794922
simple,couldn't discover,255,255_M_his,m,Match,poss,That husband couldn't discover,his,3.775176763534546
simple,couldn't discover,255,255_F_him,f,Mismatch,obj,Julie couldn't discover,him,8.49064826965332
simple,couldn't discover,255,255_F_his,f,Mismatch,poss,Julie couldn't discover,his,6.564737319946289
simple,won't lose,256,256_M_him,m,Match,obj,Eric won't lose,him,9.010152816772461
simple,won't lose,256,256_M_his,m,Match,poss,Eric won't lose,his,3.5805253982543945
simple,won't lose,256,256_F_him,f,Mismatch,obj,Florence won't lose,him,7.833916187286377
simple,won't lose,256,256_F_his,f,Mismatch,poss,Florence won't lose,his,3.9006967544555664
simple,isn't hiring,257,257_M_him,m,Match,obj,Thomas isn't hiring,him,6.506103515625
simple,isn't hiring,257,257_M_his,m,Match,poss,Thomas isn't hiring,his,8.61275577545166
simple,isn't hiring,257,257_F_him,f,Mismatch,obj,Eva isn't hiring,him,7.402480125427246
simple,isn't hiring,257,257_F_his,f,Mismatch,poss,Eva isn't hiring,his,9.435833930969238
simple,won't kiss,258,258_M_him,m,Match,obj,Keith won't kiss,him,4.392100811004639
simple,won't kiss,258,258_M_his,m,Match,poss,Keith won't kiss,his,4.1163740158081055
simple,won't kiss,258,258_F_him,f,Mismatch,obj,Elizabeth won't kiss,him,3.369093894958496
simple,won't kiss,258,258_F_his,f,Mismatch,poss,Elizabeth won't kiss,his,6.198950290679932
simple,wasn't hiding,259,259_M_him,m,Match,obj,That brother wasn't hiding,him,7.9991068840026855
simple,wasn't hiding,259,259_M_his,m,Match,poss,That brother wasn't hiding,his,3.753563165664673
simple,wasn't hiding,259,259_F_him,f,Mismatch,obj,Tamara wasn't hiding,him,9.10138988494873
simple,wasn't hiding,259,259_F_his,f,Mismatch,poss,Tamara wasn't hiding,his,3.4137473106384277
simple,leaves,260,260_M_him,m,Match,obj,Jeffrey leaves,him,9.705286026000977
simple,leaves,260,260_M_his,m,Match,poss,Jeffrey leaves,his,6.4688825607299805
simple,leaves,260,260_F_him,f,Mismatch,obj,Laura leaves,him,7.446219444274902
simple,leaves,260,260_F_his,f,Mismatch,poss,Laura leaves,his,6.534325122833252
simple,might help,261,261_M_him,m,Match,obj,Christopher might help,him,5.491390705108643
simple,might help,261,261_M_his,m,Match,poss,Christopher might help,his,7.106931686401367
simple,might help,261,261_F_him,f,Mismatch,obj,Florence might help,him,4.934244632720947
simple,might help,261,261_F_his,f,Mismatch,poss,Florence might help,his,7.1013288497924805
simple,remembers,262,262_M_him,m,Match,obj,Derek remembers,him,6.6967387199401855
simple,remembers,262,262_M_his,m,Match,poss,Derek remembers,his,4.775946617126465
simple,remembers,262,262_F_him,f,Mismatch,obj,Ellen remembers,him,8.25533676147461
simple,remembers,262,262_F_his,f,Mismatch,poss,Ellen remembers,his,5.327406406402588
simple,thinks about,263,263_M_him,m,Match,obj,Curtis thinks about,him,7.457149028778076
simple,thinks about,263,263_M_his,m,Match,poss,Curtis thinks about,his,4.375842571258545
simple,thinks about,263,263_F_him,f,Mismatch,obj,Claire thinks about,him,6.442215442657471
simple,thinks about,263,263_F_his,f,Mismatch,poss,Claire thinks about,his,6.561995983123779
simple,hadn't upset,264,264_M_him,m,Match,obj,Adam hadn't upset,him,4.098714351654053
simple,hadn't upset,264,264_M_his,m,Match,poss,Adam hadn't upset,his,3.9576809406280518
simple,hadn't upset,264,264_F_him,f,Mismatch,obj,Sally hadn't upset,him,3.527564287185669
simple,hadn't upset,264,264_F_his,f,Mismatch,poss,Sally hadn't upset,his,4.609118461608887
simple,visits,265,265_M_him,m,Match,obj,Alexander visits,him,6.797813892364502
simple,visits,265,265_M_his,m,Match,poss,Alexander visits,his,4.228147983551025
simple,visits,265,265_F_him,f,Mismatch,obj,Ann visits,him,6.903000354766846
simple,visits,265,265_F_his,f,Mismatch,poss,Ann visits,his,4.967151165008545
simple,has concealed,266,266_M_him,m,Match,obj,This guy has concealed,him,9.384060859680176
simple,has concealed,266,266_M_his,m,Match,poss,This guy has concealed,his,4.799618721008301
simple,has concealed,266,266_F_him,f,Mismatch,obj,Amanda has concealed,him,8.508490562438965
simple,has concealed,266,266_F_his,f,Mismatch,poss,Amanda has concealed,his,2.959010362625122
simple,shocks,267,267_M_him,m,Match,obj,Curtis shocks,him,7.262371063232422
simple,shocks,267,267_M_his,m,Match,poss,Curtis shocks,his,5.995455265045166
simple,shocks,267,267_F_him,f,Mismatch,obj,Sally shocks,him,5.460307598114014
simple,shocks,267,267_F_his,f,Mismatch,poss,Sally shocks,his,6.142304420471191
simple,will hinder,268,268_M_him,m,Match,obj,Paul will hinder,him,4.8561296463012695
simple,will hinder,268,268_M_his,m,Match,poss,Paul will hinder,his,4.066147804260254
simple,will hinder,268,268_F_him,f,Mismatch,obj,That daughter will hinder,him,4.253238677978516
simple,will hinder,268,268_F_his,f,Mismatch,poss,That daughter will hinder,his,5.537998676300049
simple,had exposed,269,269_M_him,m,Match,obj,That ex-boyfriend had exposed,him,4.249260425567627
simple,had exposed,269,269_M_his,m,Match,poss,That ex-boyfriend had exposed,his,3.310539484024048
simple,had exposed,269,269_F_him,f,Mismatch,obj,The woman had exposed,him,6.989473819732666
simple,had exposed,269,269_F_his,f,Mismatch,poss,The woman had exposed,his,6.656670093536377
simple,fights,270,270_M_him,m,Match,obj,Scott fights,him,7.691856384277344
simple,fights,270,270_M_his,m,Match,poss,Scott fights,his,4.995657920837402
simple,fights,270,270_F_him,f,Mismatch,obj,Sarah fights,him,7.3720903396606445
simple,fights,270,270_F_his,f,Mismatch,poss,Sarah fights,his,8.336709022521973
simple,had embarrassed,271,271_M_him,m,Match,obj,Charles had embarrassed,him,2.6868977546691895
simple,had embarrassed,271,271_M_his,m,Match,poss,Charles had embarrassed,his,4.285502910614014
simple,had embarrassed,271,271_F_him,f,Mismatch,obj,Diane had embarrassed,him,2.7897160053253174
simple,had embarrassed,271,271_F_his,f,Mismatch,poss,Diane had embarrassed,his,6.738847732543945
simple,can't dislike,272,272_M_him,m,Match,obj,Curtis can't dislike,him,5.0771918296813965
simple,can't dislike,272,272_M_his,m,Match,poss,Curtis can't dislike,his,4.905518054962158
simple,can't dislike,272,272_F_him,f,Mismatch,obj,Dawn can't dislike,him,6.153863906860352
simple,can't dislike,272,272_F_his,f,Mismatch,poss,Dawn can't dislike,his,6.575639724731445
simple,boasts about,273,273_M_him,m,Match,obj,Patrick boasts about,him,8.868490219116211
simple,boasts about,273,273_M_his,m,Match,poss,Patrick boasts about,his,1.266623616218567
simple,boasts about,273,273_F_him,f,Mismatch,obj,Carrie boasts about,him,7.752969741821289
simple,boasts about,273,273_F_his,f,Mismatch,poss,Carrie boasts about,his,4.1158576011657715
